@info
{
    "table":{
        "name":"gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            },
            {
                "name":"label",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT,label:INTEGER
458,749,5210,"b""Monkey Island 2 Special Edition: LeChuck's Revenge""",b'Mini Gymkhana Special Pack',07/07/2010,06/28/2011,0
459,3079,1210,b'FIFA 13',b'FIFA Soccer 09 All-Play',,10/28/2008,0
460,860,2578,b'Night at the Museum: Battle of the Smithsonian',b'Skylanders Giants: Golden Dragonfire Cannon Battle Pack',05/05/2009,10/21/2012,0
461,1502,1441,b'Beyond Good & Evil HD',b'Resident Evil 4',06/28/2011,09/20/2011,0
462,1885,5029,b'Harry Potter and the Deathly Hallows Part 1',b'The Wolf Among Us: Episode 1 - Faith',11/16/2010,10/15/2013,0
463,382,330,b'Eat Lead: The Return of Matt Hazard',b'Matt Hazard: Blood Bath and Beyond',03/03/2009,01/06/2010,0
464,1122,2082,b'Spider-Man: Web of Shadows',b'The Amazing Spider-Man: Oscorp Search and Destroy Pack',10/21/2008,09/26/2012,0
465,2450,5608,b'SBK-09 Superbike World Championship',b'WRC FIA World Rally Championship',06/18/2010,10/08/2010,0
466,867,3742,b'Ninja Gaiden II',b'Ninja Gaiden Black',06/03/2008,04/07/2008,0
467,3411,4023,b'Pet Pals: Animal Doctor',b'Animal Crossing: City Folk',11/11/2008,11/16/2008,0
468,381,64,b'Earth Defense Force Insect Armageddon',b'Skylanders: Swap Force - Arkeyan Crossbow Battle Pack',07/05/2011,01/01/2014,0
469,1902,838,b'Hiiro no Kakera Aizouban: Akane Iro no Tsuioku',b'Ni no Kuni: Wrath of the White Witch',05/26/2011,01/22/2013,0
470,3606,3641,b'The Hip Hop Dance Experience',b'Dance Dance Revolution',11/13/2012,11/16/2010,0
471,296,3282,b'Dead to Rights: Retribution',b'Abaddon: Retribution',04/27/2010,09/09/2010,0
472,1272,1194,b'Tomb Raider: Underworld',b'Tomb Raider: HX AP-15',11/18/2008,03/05/2013,0
473,2258,6313,b'Penny Arcade Adventures: Episode One',b'Port Royale 3: New Adventures',10/23/2008,05/28/2013,0
474,778,3601,b'Namco Museum: Virtual Arcade',b'Capcom Arcade Cabinet',11/04/2008,02/20/2013,0
475,841,2276,b'NFL Head Coach 09',b'Madden NFL 08',09/02/2008,08/14/2007,0
476,1040,4934,b'SBK X: Superbike World Championship',b'WRC FIA World Rally Championship',12/07/2010,10/08/2010,0
477,2008,233,b'LEGO Star Wars: The Complete Saga',"b""Assassin's Creed: Connor Saga""",11/06/2007,03/20/2014,0
478,856,1819,b'Nickelodeon Dance',b'Dance Paradise',11/08/2011,02/15/2011,0
479,2613,3953,b'Super Street Fighter IV',b'Super Street Fighter IV: Arcade Edition',04/27/2010,06/28/2011,0
480,2968,3499,b'Counter Force',b'Skylanders: Swap Force - Dark Edition Starter Pack',10/03/2007,10/13/2013,0
481,2166,2224,b'Naughty Bear',b'Naughty Bear: Gold Edition',06/29/2010,05/17/2010,0
482,476,4164,b'Gears of War 3: Limited Edition',b'A Kitchen Sink War',09/20/2011,11/26/2008,0
483,490,480,b'Grand Slam Tennis 2',b'Grand Theft Auto: Episodes from Liberty City',02/10/2012,10/29/2009,0
484,1807,496,b'Final Fight: Double Impact',b'Shrek Forever After: The Final Chapter',04/15/2010,06/18/2010,0
485,1807,3432,b'Final Fight: Double Impact',b'Final Fantasy Tactics',04/15/2010,01/01/2009,0
486,1626,6645,b'Damage Inc.: Pacific Squadron WWII',b'Air Conflicts: Pacific Carriers',08/28/2012,09/21/2012,0
487,1803,3444,b'Final Fantasy XIII',"b""Final Fantasy XIII-2 (Limited Collector's Edition)""",03/09/2010,02/03/2012,0
488,46,4150,b'Are You Smarter than a 5th Grader?  Game Time',"b""A Game yOu can't BEAT! 2""",10/26/2009,12/20/2010,0
489,2709,3210,"b""Tom Clancy's Ghost Recon Advanced Warfighter""",b'God of War: Ghost of Sparta',,10/06/2011,0
490,385,5852,b'Enemy Territory: Quake Wars',b'XCOM: Enemy Unknown - Slingshot',05/27/2008,12/04/2012,0
491,3387,4748,b'Night at the Museum: Battle of the Smithsonian',b'Pok\xc3\xa9mon Battle Revolution',05/05/2009,06/25/2007,0
492,2367,185,b'Resident Evil 5: Gold Edition',b'Resident Evil: The Darkside Chronicles',03/09/2010,06/27/2012,0
493,799,252,b'NBA 2K14',b'NBA 2K13',10/01/2013,12/28/2012,0
494,3321,1165,b'Monster Hunter G',b'Monster Hunter Tri (Classic Controller Pro Pack)',04/03/2009,05/29/2010,0
495,178,2475,b'Call of Duty 3',b'Call of Duty: Black Ops II - Bacon MP Personalization Pack',11/07/2006,03/13/2013,0
496,1324,1010,b'Victorious: Time to Shine',b'How to Train Your Dragon',11/15/2011,03/23/2010,0
497,891,3542,b'Penny Arcade Adventures: Episode Two',b'The Walking Dead: Season Two - Episode 5: No Going Back',10/29/2008,08/27/2014,0
498,1796,854,b'FIFA Street',b'2010 FIFA World Cup South Africa',03/13/2012,04/30/2010,0
499,496,485,b'Grand Theft Auto: Episodes from Liberty City',b'Grand Theft Auto: San Andreas',10/29/2009,11/11/2008,0
500,1709,3243,b'Dragon Age: Origins - Ultimate Edition',b'Dragon Age: Origins',10/25/2010,11/03/2009,0
501,3343,5094,b'Myth Makers Orbs of Doom',b'Myth Makers: Orbs of Doom',01/22/2008,03/01/2008,1
502,609,5553,b'Kinect Star Wars',b'Kinect Sports: Party Pack',04/03/2012,12/14/2010,0
503,2711,4061,"b""Tom Clancy's Ghost Recon: Future Soldier""","b""Tom Clancy's H.A.W.X 2""",05/22/2012,09/09/2010,0
504,2805,1303,b'WWE Legends of Wrestlemania',b'Untold Legends: Dark Kingdom',03/24/2009,11/15/2006,0
505,2972,4469,b'Crash: Mind Over Mutant',b'Crash: Mind over Mutant',10/31/2008,10/07/2008,1
506,158,2159,b'Bullet Soul Infinite Burst',b'Infinite Undiscovery',,09/02/2008,0
507,234,5957,b'Costume Quest',b'Puzzle Quest: Galactrix',10/20/2010,04/08/2009,0
508,3475,3037,b'Rock Band Track Pack: Classic Rock',b'Rock Band 3',05/19/2009,10/26/2010,0
509,3034,357,"b""Dora the Explorer: Dora's Big Birthday Adventure""",b'Active Life Explorer',10/26/2010,10/19/2010,0
510,2283,3702,b'PlayStation All-Stars Battle Royale',b'Skylanders Giants: Golden Dragonfire Cannon Battle Pack',11/20/2012,10/21/2012,0
511,2723,3428,b'Tomb Raider: The Final Hours Edition',b'Final Fantasy II',03/05/2013,06/27/2012,0
512,2505,1622,b'SingStar Latino',b'SingStar Vol.2',11/19/2009,10/28/2008,0
513,2603,1619,b'Street Fighter X Tekken',b'FIFA Street 3',03/06/2012,02/19/2008,0
514,1501,3564,b'Best of PlayStation Network Vol. 1',b'Call of Duty: MW3 - Content Pack 1',06/25/2013,04/19/2012,0
515,802,6045,b'NBA 2K7',b'NBA 2K10: Draft Combine',09/25/2006,08/26/2009,0
516,2374,186,b'Resident Evil: Revelations',b'Resident Evil: The Umbrella Chronicles',05/21/2013,06/27/2012,0
517,1208,1382,b'The Lord of the Rings: Conquest',b'LEGO The Lord of the Rings: Middle-earth Character Pack 1',01/13/2009,12/11/2012,0
518,463,2931,b'Frontlines: Fuel of War',"b""The Lord of the Rings: War in the North (Collector's Edition)""",02/26/2008,11/01/2011,0
519,191,3125,b'Call of Juarez: Gunslinger',b'Call of Duty: Modern Warfare 2 - Stimulus Package',05/22/2013,03/30/2010,0
520,199,2123,b'Cars 2',b'Disney\xe2\x80\xa2Pixar Cars: Race-O-Rama',06/21/2011,10/13/2009,0
521,1457,245,"b""Assassin's Creed IV: Black Flag""","b""Assassin's Creed II: Sequence 12 - Battle of Forli""",10/29/2013,01/28/2010,0
522,3437,570,b'Pro Evolution Soccer 2011',b'PES 2009: Pro Evolution Soccer',10/28/2010,03/26/2009,0
523,1731,3785,b'Dynasty Warriors 6',b'Dynasty Warriors 8',02/19/2008,07/16/2013,0
524,602,5384,b'Kinect Joy Ride',b'Fruit Ninja Kinect',11/10/2010,08/10/2011,0
525,1972,3883,b'Ken to Mahou to Gakuen Mono. 3',b'Family Guy: Back to the Multiverse',10/07/2010,11/20/2012,0
526,2205,5806,b'Need for Speed: ProStreet',b'Need for Speed: Most Wanted',11/13/2007,10/30/2012,0
527,2220,861,b'NHL 14',b'3 on 3 NHL Arcade',,02/05/2009,0
528,670,2279,b'Madden NFL 08',b'Madden NFL 11',08/14/2007,08/10/2010,0
529,219,2714,b'Cloudy With a Chance of Meatballs',"b""A Wizard's Odyssey""",09/18/2009,02/01/2009,0
530,2650,3402,b'The Elder Scrolls IV: Oblivion - Game of the Year Edition',b'The Elder Scrolls IV: Oblivion - Game of the Year Edition',10/16/2007,10/16/2007,1
531,3158,2795,b'Hasbro Family Game Night 1 & 2 Bundle',b'Family Feud: Decades',11/09/2010,11/10/2010,0
532,2720,1770,b'Tomb Raider (2013)',b'Tomb Raider: Silverballer',03/05/2013,03/26/2013,0
533,1780,3890,b'Far Cry 2',b'Far Cry 2 (GameStop Pre-Order Edition)',10/21/2008,10/21/2008,1
534,1797,2840,b'FIFA Street 3',b'Street Fighter Alpha 3',02/18/2008,10/18/2011,0
535,3243,3644,"b""Let's Dance""",b'Dance On Broadway',05/29/2012,06/15/2010,0
536,2501,1622,b'SingStar Fussballhits',b'SingStar Vol.2',06/11/2010,10/28/2008,0
537,211,6504,b'Chaotic: Shadow Warriors',b'Warriors Orochi 3',11/10/2009,03/30/2012,0
538,80,3065,b'Batman: Arkham Asylum: Game of the Year Edition',"b""Batman: Arkham City (Collector's Edition)""",05/11/2010,10/18/2011,0
539,1711,4732,b'Dragon Ball Z: Burst Limit',b'Dragon Ball: Raging Blast',06/10/2008,11/10/2009,0
540,3066,4623,b'Family Feud 2010 Edition',b'WWE SmackDown vs. Raw 2010',09/29/2009,10/20/2009,0
541,1329,1656,b'Virtua Tennis 2009',"b""Cabela's Dangerous Hunts 2009""",06/09/2009,09/23/2008,0
542,3170,2807,b'Hot Wheels: Battle Force 5',"b""The King of Fighters '99: Millennium Battle""",11/17/2009,05/16/2013,0
543,456,1464,b'Forza Motorsport 3',"b""Forza Motorsport 3 (Limited Collector's Edition)""",10/27/2009,10/23/2009,1
544,1132,5127,b'Star Trek',b'Star Trek: D-A-C',04/23/2013,05/13/2009,0
545,1499,6653,b'Ben 10: Ultimate Alien Cosmic Destruction',b'Alien Breed Trilogy',10/05/2010,06/13/2012,0
546,2000,663,b'LEGO Harry Potter: Years 1-4',b'The LEGO Movie Videogame',06/29/2010,02/07/2014,0
547,1457,248,"b""Assassin's Creed IV: Black Flag""","b""Assassin's Creed IV: Black Flag""",10/29/2013,10/29/2013,1
548,2613,4009,b'Super Street Fighter IV',b'Ultra Street Fighter IV',04/27/2010,06/03/2014,0
549,449,5128,b'Fist of the North Star: Kens Rage',b'Star Trek: Legacy',11/02/2010,12/15/2006,0
550,1204,5562,b'The King of Fighters XIII',b'The King of Fighters XIII',11/22/2011,11/22/2011,1
551,180,1660,b'Call of Duty Modern Warfare 3 Hardened Edition',b'Call of Duty',11/08/2011,12/02/2009,0
552,109,1653,"b""Big Bumpin'""","b""Cabela's Big Game Hunter 2010""",11/19/2006,09/29/2009,0
553,998,309,b'Rock Band Country Track Pack',b'Guitar Hero III: Legends of Rock',07/21/2009,10/28/2007,0
554,1772,3784,b'Faery: Legends of Avalon',b'Dynasty Warriors 7: Xtreme Legends',01/12/2011,11/15/2011,0
555,1357,1364,b'World Championship Poker: Featuring Howard Lederer - All In',b'PDC World Championship Darts 2008',08/29/2006,09/26/2008,0
556,234,2132,b'Costume Quest',b'DLC Quest',10/20/2010,11/02/2011,0
557,1460,4123,"b""Assassin's Creed: Freedom Cry""","b""Assassin's Creed: Revelations""",12/17/2013,11/15/2011,0
558,2465,3493,b'Sengoku Basara 3 Double Pack',b'Sengoku Musou 4 (Treasure Box)',03/15/2012,03/20/2014,0
559,890,1367,b'Penny Arcade Adventures: Episode One',"b""Penny Arcade's On the Rain-Slick Precipice of Darkness 3""",05/21/2008,06/29/2012,0
560,3476,3036,b'Rock Band: Country Track Pack 2',b'Rock Band 2',02/01/2011,12/18/2008,0
561,1607,1425,b'Command & Conquer: Red Alert 3 Ultimate Edition',b'Red Dead Redemption: Undead Nightmare',03/23/2009,11/23/2010,0
562,2602,1740,b'Street Fighter IV',b'Breath of Fire IV',02/17/2009,08/16/2011,0
563,1139,4984,b'Steel Battalion: Heavy Armor',b'Fallout 3: Game Add-on Pack - Broken Steel and Point Lookout',06/19/2012,08/27/2009,0
564,164,1655,"b""Cabela's Adventure Camp""","b""Cabela's Big Game Hunter 2012 (With Top Shot Elite)""",11/01/2012,09/27/2011,0
565,202,4472,b'Castlevania Lords of Shadow - Mirror of Fate HD',b'Castlevania: Lords of Shadow (Limited Edition)',10/25/2013,10/05/2010,0
566,866,3742,"b""Ninja Gaiden 3: Razor's Edge""",b'Ninja Gaiden Black',04/02/2013,04/07/2008,0
567,627,375,"b""Legend of the Guardians: The Owls of Ga'Hoole""",b'Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien',09/14/2010,02/27/2013,0
568,1538,1726,b'Borderlands 2: Add-On Content Pack',"b""Borderlands 2: Sir Hammerlock's Big Game Hunt""",02/26/2013,01/15/2013,0
569,1806,3440,b'Final Fantasy XIV: A Realm Reborn',b'Final Fantasy XIII-2 (Digital Contents Selection)',08/27/2013,07/18/2013,0
570,1914,2193,b'How to Train Your Dragon',"b""Peter Pan in Disney's Return to Never Land""",03/23/2010,03/08/2011,0
571,2376,6218,b'Resident Evil: The Umbrella Chronicles',b'The Chronicles of Narnia: Prince Caspian',07/17/2012,05/15/2008,0
572,1695,4540,b'Disney Sing It: High School Musical 3: Senior Year',b'Fallout 3: Game of the Year Edition',02/17/2009,10/13/2009,0
573,890,1291,b'Penny Arcade Adventures: Episode One',b'Super Street Fighter IV: Arcade Edition',05/21/2008,06/28/2011,0
574,890,4712,b'Penny Arcade Adventures: Episode One',b'Adventures of Sid: Xmas',05/21/2008,12/21/2009,0
575,641,4315,b'LEGO Star Wars III: The Clone Wars',b'LEGO Batman 2: DC Super Heroes',03/22/2011,06/19/2012,0
576,3172,5099,b'How to Train Your Dragon',b'Double Dragon',03/23/2010,04/28/2008,0
577,1370,4945,b'WWE SmackDown vs. Raw 2007',b'WWE Smackdown Vs Raw 2011',11/14/2006,10/26/2010,0
578,1570,3551,b'Call of Duty: Modern Warfare 2',b'Call of Duty: Ghosts - Gold Edition',11/10/2009,03/25/2014,0
579,364,5686,b'Dungeon Siege III',"b""Assassin's Creed III: The Tyranny of King Washington - The Infamy""",06/21/2011,02/19/2013,0
580,2799,5605,b'Worms Collection',b'Worms: Ultimate Mayhem',05/21/2013,02/15/2012,0
581,2575,1826,b'Space Invaders Infinity Gene',b'Disney Infinity: Violet',09/14/2010,08/18/2013,0
582,1562,2462,"b""Cabela's Survival: Shadows of Katmai""",b'Spider-Man: Web of Shadows',11/01/2011,10/21/2008,0
583,1374,4938,b'WWE SmackDown vs. Raw 2011',b'WWE All Stars',10/26/2010,03/29/2011,0
584,1381,3601,b'Xbox Live Arcade Unplugged," Vol. 1'",b'Capcom Arcade Cabinet',09/05/2006,0
585,1134,3747,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Fire Kraken / Grilla Drilla',09/16/2008,11/15/2013,0
586,1084,3863,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Hex""",10/16/2011,11/15/2011,0
587,3206,3910,b'Just Dance: Disney Party',b'Disney Infinity: Frozen Toy Box Pack',10/23/2012,11/26/2013,0
588,890,5902,b'Penny Arcade Adventures: Episode One',b'Alien Breed: Evolution - Episode 1',05/21/2008,12/16/2009,0
589,1855,5986,b'Grand Theft Auto V (Special Edition)',b'Grand Theft Auto: The Ballad of Gay Tony',09/17/2013,04/13/2010,0
590,2417,852,b'Rockstar Games Collection: Edition 1',b'1945 I & II: The Arcade Games',10/30/2012,06/27/2012,0
591,1343,3542,b'WarTech: Senko No Ronde',b'The Walking Dead: Season Two - Episode 5: No Going Back',06/06/2007,08/27/2014,0
592,1737,3782,b'Dynasty Warriors: Gundam',b'Dynasty Warriors 6: Empires',08/28/2007,06/23/2009,0
593,3524,6538,b'Skate It',b'And Yet It Moves',11/19/2008,08/23/2010,0
594,2078,4369,"b""Mass Effect 3 - N7 Collector's Edition""","b""Mass Effect 3 (N7 Collector's Edition)""",03/06/2012,03/06/2012,1
595,2536,3976,b'Slotter Chou Mania: Antonio Inoki ga Genki ni Suru Pachi-Slot Ki',b'Mickey Mania',03/31/2011,07/10/2012,0
596,1731,177,b'Dynasty Warriors 6',b'Resident Evil 6',02/19/2008,10/02/2012,0
597,849,5495,b'NHL 13',b'3 on 3 NHL Arcade',09/11/2012,02/11/2009,0
598,2969,4468,b'Cranium Kabookii',b'Cranium Kabookii',11/27/2007,11/27/2007,1
599,648,6200,b'Lightning Returns: Final Fantasy XIII',b'Final Fantasy XIII-2: Opponent - Nabaat',02/11/2014,06/11/2013,0
600,2577,1771,b'Spartacus Legends',b'Warriors: Legends of Troy',12/31/2013,03/08/2011,0
601,3024,3905,b'Disney: The Princess and the Frog',b'Disney High School Musical 3: Senior Year Dance!',,10/21/2008,0
602,439,1288,b'FIFA Street 3',b'Super Street Fighter II Turbo HD Remix',02/18/2008,11/26/2008,0
603,1365,4942,"b""WWE '12""",b'WWE Smackdown vs. Raw 2008 (High Flyer Edition)',11/22/2011,11/09/2007,0
604,424,2885,b'Far Cry Classic',b'Far Cry 3: Blood Dragon',02/11/2014,05/01/2013,0
605,820,272,b'NCAA Football 09',b'NCAA Football 13',07/15/2008,07/10/2012,0
606,3633,4795,b'Thomas & Friends Hero of the Rails',b'Guitar Hero: Aerosmith',,06/29/2008,0
607,2717,3215,"b""Tom Clancy's Splinter Cell HD Trilogy""",b'God of War III (Ultimate Trilogy Edition)',09/27/2011,03/19/2010,0
608,2811,4729,b'X-Men Origins: Wolverine',b'Dragon Age: Origins - Ultimate Edition',05/01/2009,10/26/2010,0
609,2551,220,b'Soldner-X 2: Final Prototype',"b""Final Fantasy XIII-2: Serah's Outfit - White Mage""",05/25/2010,05/15/2012,0
610,2375,101,b'Resident Evil: The Darkside Chronicles',b'Hellboy: The Science of Evil',06/17/2012,08/15/2008,0
611,2438,2003,b'Saints Row: The Third The Full Package',b'Saints Row: The Third',11/06/2012,11/15/2011,0
612,3545,6536,b'Spider-Man: Edge of Time',b'The Amazing Spider-Man',10/04/2011,06/26/2012,0
613,1081,3859,b'Skylanders Giants Portal Owners Pack',"b""Skylanders: Spyro's Adventure - Drobot""",10/21/2012,10/16/2011,0
614,2957,4043,b'Cloudy With a Chance of Meatballs',b'Atr\xc3\xa9vete a So\xc3\xb1ar',09/15/2009,06/02/2011,0
615,2119,2232,b'MLB 2K13',b'NBA 2K13',03/05/2013,10/02/2012,0
616,2530,3701,b'Skylanders Giants',b'Skylanders Giants: Gill Grunt (Series 2) / Flashwing / Double Trouble (Series 2)',10/21/2012,10/22/2012,1
617,1567,2258,b'Call of Duty: Black Ops',b'Call of Duty: Black Ops II - Benjamins MP Personalization Pack',11/09/2010,04/11/2013,0
618,1080,73,b'Skylanders Giants',b'Skylanders: Swap Force - Dune Bug / Phantom Cynder (Series 3) / Knockout Terrafin (Series 3)',10/21/2012,12/22/2013,0
619,648,6188,b'Lightning Returns: Final Fantasy XIII',"b""Final Fantasy XIII-2 (Limited Collector's Edition)""",02/11/2014,02/03/2012,0
620,494,480,b'Grand Theft Auto V',b'Grand Theft Auto: Episodes from Liberty City',09/17/2013,10/29/2009,0
621,1815,5043,b'Formula One Championship Edition',b'World Championship Poker 2 featuring Howard Lederer',02/27/2007,09/19/2012,0
622,1987,3106,b'L.A. Noire',"b'L.A. Noire (Includes ""The Consul\'s Car"" Traffic Case)'",05/17/2011,05/17/2011,1
623,2066,6291,b'Marvel Pinball',b'Pinball FX2: Paranormal',12/08/2010,09/04/2012,0
624,2414,601,b'Rocksmith - Best Buy exclusive edition with unique Gibson Guitar',b'Motto! SoniComi: More Communication with Sonico (Genteiban)',,03/20/2014,0
625,1026,6315,b'Saints Row: Double Pack',b'Double Dragon',09/07/2010,05/09/2007,0
626,2016,3425,"b""Lightning Returns:Final Fantasy XIII Collector's Edition""",b'Final Fantasy 25th Anniversary Digital Collection',02/11/2014,03/04/2013,0
627,823,274,b'NCAA Football 12',b'NCAA  March Madness 07',07/12/2011,01/07/2007,0
628,2517,515,b'SingStar: Back to the 80s',b'SingStar',10/28/2011,12/07/2007,0
629,3021,3909,b'Disney Sing It: Party Hits',b'Disney Infinity: Elsa',,03/11/2014,0
630,2143,1619,b'Move Street Cricket',b'FIFA Street 3',02/15/2012,02/19/2008,0
631,3561,2311,b'Story Hour Fairy Tales',b'Tales of Monkey Island: Chapter 5 - Rise of the Pirate God',,02/01/2010,0
632,3683,1263,b'Wacky World of Sports',b'Wii Sports Resort',09/22/2009,07/26/2009,0
633,877,6328,b'Operation Flashpoint: Dragon Rising',b'Dragon Age: Origins - Feastday Combo Pack',10/06/2009,04/01/2010,0
634,2062,646,b'Major League Baseball 2K8',b'League Bowling',03/03/2008,12/21/2010,0
635,15,6466,b'Adventure Time Explore The Dungeon Because I Dont Know',b'Epic Dungeon',,11/30/2010,0
636,1766,4529,b'F1 2011',b'F1 2012',09/20/2011,09/18/2012,0
637,640,4318,b'Lego Star Wars II: The Original Trilogy',"b""LEGO Harry Potter: Years 1-4  (Collector's Edition)""",09/12/2006,06/25/2010,0
638,2412,182,b'Rocketmen: Axis of Evil',"b""Resident Evil: Director's Cut""",03/06/2008,05/28/2009,0
639,2558,6425,b'Sonic Generations',b'Sonic the Hedgehog 4: Episode I',11/01/2011,10/12/2010,0
640,1244,1118,b'Tiger Woods PGA Tour 09',b'NFL Tour',08/26/2008,01/08/2008,0
641,2015,3438,b'Lightning Returns: Final Fantasy XIII',"b""Final Fantasy XIII-2 (Collector's Edition)""",02/11/2014,01/31/2012,0
642,973,2485,b'Renegade Ops',b'Call of Duty: Black Ops II - Nuketown Zombies Map',09/14/2011,03/13/2013,0
643,1491,6170,b'Battlefield: Bad Company 2',b'Battlefield 3: Armored Kill',03/02/2010,09/18/2012,0
644,2723,692,b'Tomb Raider: The Final Hours Edition',b'Tomb Raider: Aviatrix Skin',03/05/2013,03/26/2013,0
645,2354,6011,b'Red Baron Arcade',b'Pinball Arcade Table Pack 7: Scared Stiff and Big Shot',09/18/2008,02/13/2013,0
646,2755,6302,b'Ultra Street Fighter IV',b'Pocket Fighter',06/04/2014,02/08/2011,0
647,961,5585,b'Realms of Ancient War',b'Universe at War: Earth Assault',09/25/2012,03/25/2008,0
648,3342,5092,b'Mystery Case Files: The Malgrave Incident',b'Mystery Case Files: The Malgrave Incident',06/27/2011,06/27/2011,1
649,967,1536,b'Red Dead Redemption: Undead Nightmare',b'Command & Conquer: Red Alert 3',11/23/2010,11/11/2008,0
650,1772,5613,b'Faery: Legends of Avalon',b'WWE Legends of WrestleMania',01/12/2011,03/20/2009,0
651,1688,139,b'Disgaea D2: A Brighter Darkness',b'Makai Senki Disgaea 4: Fuka & Desco-hen Hajimemashita',09/27/2013,06/20/2013,0
652,224,5220,b'Combat Wings: The Great Battles of WWII',b'Monday Night Combat',03/27/2012,08/11/2010,0
653,1268,1185,b'Tomb Raider Anniversary',b'Tomb Raider: Caves and Cliffs Multiplayer Map Pack',10/23/2007,03/19/2013,0
654,1822,6346,b'Full Auto 2: Battlelines',b'Ratchet & Clank: Full Frontal Assault',12/07/2006,11/27/2012,0
655,381,3768,b'Earth Defense Force Insect Armageddon',b'Skylanders: Swap Force - Sheep Wreck Island Adventure Pack',07/05/2011,01/01/2014,0
656,1228,3541,b'The Walking Dead: 400 Days',b'The Walking Dead: Season Two - Episode 4: Amid the Ruins',07/05/2013,07/23/2014,0
657,1836,3209,b'God of War Collection',b'God of War Collection',11/17/2009,11/17/2009,1
658,559,6320,b'Ice Age: Dawn of the Dinosaurs',b'Dragon Age II (BioWare Signature Edition)',06/30/2009,03/08/2011,0
659,190,3121,b'Call of Juarez: Cartel',b'Call of Duty: Modern Warfare 2',07/19/2011,11/10/2009,0
660,2006,2372,b'Lego Rock Band',b'LEGO The Lord of the Rings: Weapons and Magical Items Pack',11/03/2009,12/11/2012,0
661,2894,6525,b'Ben 10 Ultimate Alien: Cosmic Destruction',b'Alien Crush Returns',10/05/2010,11/03/2008,0
662,2222,135,b'NHL 2K7',b'Major League Baseball 2K7',11/13/2006,02/27/2007,0
663,1187,6680,b'The Darkness',b'On the Rain-Slick Precipice of Darkness: Episode Two',06/25/2007,10/29/2008,0
664,2533,1633,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Bash (Series 2)',10/16/2011,10/21/2012,0
665,2627,5422,b'Tales of Zestiria',"b""Tales of Symphonia Chronicles (Collector's Edition)""",,02/25/2014,0
666,2723,4172,b'Tomb Raider: The Final Hours Edition',b'Lightning Returns: Final Fantasy XIII - Ultimate Savior',03/05/2013,11/26/2013,0
667,2372,101,b'Resident Evil: Chronicles HD Collection',b'Hellboy: The Science of Evil',06/26/2012,08/15/2008,0
668,1905,6653,b'Hitman HD Trilogy',b'Alien Breed Trilogy',01/29/2013,06/13/2012,0
669,655,6479,b'London 2012 - The Official Video Game of the Olympic Games',b'F1 2012',06/26/2012,09/18/2012,0
670,40,2742,b'Angry Birds Star Wars',b'Meteos Wars',10/29/2013,12/10/2008,0
671,2556,1070,b'Sonic Adventure 2',b'Sonic Adventure',10/02/2012,09/21/2010,0
672,3384,3643,b'Nickelodeon Dance 2',b'Dance Dance Revolution: Winx Club',11/06/2012,03/26/2009,0
673,1084,3870,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Prism Break / Boomer / Voodood""",10/16/2011,10/16/2011,1
674,1210,2930,b'The Lord of the Rings: The War in the North',b'The Lord of the Rings: The Battle for Middle Earth II',11/01/2011,07/05/2006,0
675,1999,669,b'Lego Batman: The Videogame',b'LEGO The Lord of the Rings',09/23/2008,11/13/2012,0
676,1259,6567,"b""Tom Clancy's Ghost Recon: Future Soldier""","b""Tom Clancy's H.A.W.X 2""",05/22/2012,09/02/2010,0
677,875,2566,b'Open Season',b'BioShock Infinite: Season Pass',09/18/2006,03/26/2013,0
678,1054,6189,b'Sesame Street: Once Upon a Monster',"b""Final Fantasy XIII-2: Mog's Outfits - A Wondrous Wardrobe""",10/11/2011,06/11/2013,0
679,2520,1622,b'SingStar: The Wiggles',b'SingStar Vol.2',11/25/2010,10/28/2008,0
680,604,5552,b'Kinect Rush: A Disney Pixar Adventure',b'Kinect Sports',03/20/2012,11/04/2010,0
681,2172,2242,b'NBA 2K10',b'NBA Live 10',10/06/2009,10/05/2009,0
682,1460,4126,"b""Assassin's Creed: Freedom Cry""","b""Assassin's Creed: Revelations - The Ancestors Character Pack""",12/17/2013,12/13/2011,0
683,748,2877,b'Monday Night Combat',b'Family Game Night 4: The Game Show',,10/25/2011,0
