pairId:INTEGER,tableA.id:INTEGER,tableA.title,tableA.price:FLOAT,tableA.brand:TEXT,tableA.weight,tableA.size,tableB.id:INTEGER,tableB.title,tableB.price:FLOAT,tableB.description,tableB.variation_size,tableB.size
7898826,1897,chi-chi's cafe style tortilla  8ct (pack of 12),26.21,Chi-Chi's,NA,12.0,1986,icee freezer bars  10 count (pack of 12),-1.0,icee freezer bars,NA,12.0
7899696,1897,chi-chi's cafe style tortilla  8ct (pack of 12),26.21,Chi-Chi's,NA,12.0,2856,chapul chaco bar  1.9 ounce (pack of 12),41.81,chapul chaco bar,1.9,12.0
7900004,1897,chi-chi's cafe style tortilla  8ct (pack of 12),26.21,Chi-Chi's,NA,12.0,3164,powerbar powerbar  chocolate  2.29-ounce (pack of 12),21.48,powerbar powerbar ,NA,12.0
7912675,1900,chi-chi's whole wheat fajita style tortillas  8ct (pack of 12),28.8,Chi-Chi's,NA,12.0,3340,nature's bakery whole wheat fig bar twin pack  2 ounce (pack of 12),15.99,nature's bakery whole,2,12.0
7923278,1903,bob's red mill 10 grain hot cereal  25 oz (pack of 4),11.95,Bob's Red Mill,25,4.0,1448,bob's red mill honey oat  gluten free 12 oz (pack of 4),25.42,bob's red mill,12,4.0
7925486,1903,bob's red mill 10 grain hot cereal  25 oz (pack of 4),11.95,Bob's Red Mill,25,4.0,3656,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0
7951816,1910,la comadre flour tortillas  22 oz (pack of 12),31.58,La Comadre,22,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
7951833,1910,la comadre flour tortillas  22 oz (pack of 12),31.58,La Comadre,22,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
7952245,1910,la comadre flour tortillas  22 oz (pack of 12),31.58,La Comadre,22,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
7955698,1911,la comadre flour tortillas  20ct (pack of 12),30.32,La Comadre,NA,12.0,548,chapul thai bar  1.9 ounce (pack of 12),42.84,chapul thai bar,1.9,12.0
7955765,1911,la comadre flour tortillas  20ct (pack of 12),30.32,La Comadre,NA,12.0,615,chapul aztec bar  1.9 ounce (pack of 12),41.92,chapul aztec bar,1.9,12.0
7956725,1911,la comadre flour tortillas  20ct (pack of 12),30.32,La Comadre,NA,12.0,1575,sharkies watermelon scream  1.58-ounce bags (pack of 12),30.0,sharkies watermelon scream,NA,12.0
7956779,1911,la comadre flour tortillas  20ct (pack of 12),30.32,La Comadre,NA,12.0,1629,kashi blackberry graham  7.2-ounce (pack of 12),55.99,kashi blackberry graham,NA,12.0
7957136,1911,la comadre flour tortillas  20ct (pack of 12),30.32,La Comadre,NA,12.0,1986,icee freezer bars  10 count (pack of 12),-1.0,icee freezer bars,NA,12.0
7958006,1911,la comadre flour tortillas  20ct (pack of 12),30.32,La Comadre,NA,12.0,2856,chapul chaco bar  1.9 ounce (pack of 12),41.81,chapul chaco bar,1.9,12.0
7958314,1911,la comadre flour tortillas  20ct (pack of 12),30.32,La Comadre,NA,12.0,3164,powerbar powerbar  chocolate  2.29-ounce (pack of 12),21.48,powerbar powerbar ,NA,12.0
7993466,1920,palenque corn husks  5 oz  (pack of 12),41.76,Generic,5,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
7993483,1920,palenque corn husks  5 oz  (pack of 12),41.76,Generic,5,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
7993895,1920,palenque corn husks  5 oz  (pack of 12),41.76,Generic,5,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
7999564,1921,ole corn tostadas  12.4 oz  (pack of 6),15.79,Ole,12.4,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
7999837,1921,ole corn tostadas  12.4 oz  (pack of 6),15.79,Ole,12.4,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
7999903,1921,ole corn tostadas  12.4 oz  (pack of 6),15.79,Ole,12.4,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
8000750,1921,ole corn tostadas  12.4 oz  (pack of 6),15.79,Ole,12.4,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
8026864,1928,paleo wraps 7ea pack of 12,131.96,Paleo,NA,12.0,909,2.50oz sc&onion pringles pack of 12,18.27,2.50oz sc&onion pringles,2.50,12.0
8027449,1928,paleo wraps 7ea pack of 12,131.96,Paleo,NA,12.0,1494,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0
8093426,1944,yamamotoyama roasted seaweed  0.88 oz  (pack of 12),29.14,YAMABUKI,0.88,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8093443,1944,yamamotoyama roasted seaweed  0.88 oz  (pack of 12),29.14,YAMABUKI,0.88,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8093855,1944,yamamotoyama roasted seaweed  0.88 oz  (pack of 12),29.14,YAMABUKI,0.88,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8101756,1946,la banderita casera tostadas  14 oz (pack of 12),35.68,La Banberita,14,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8101773,1946,la banderita casera tostadas  14 oz (pack of 12),35.68,La Banberita,14,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8102185,1946,la banderita casera tostadas  14 oz (pack of 12),35.68,La Banberita,14,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8105535,1947,kellogg's crispix cereal  12 oz,2.98,Kellogg's,12,NA,445,barbara's bakery high fiber cereal  original 12 oz,8.74,barbara's bakery high,12,NA
8107808,1947,kellogg's crispix cereal  12 oz,2.98,Kellogg's,12,NA,2718,kellogg's nutri-grain cereal bars  36 count,16.59,kellogg's nutri-grain cereal,NA,NA
8109114,1947,kellogg's crispix cereal  12 oz,2.98,Kellogg's,12,NA,4024,little debbie fig bars  12 oz,3.99,little debbie fig,12,NA
8121316,1950,romero's: whole grain wheat flour tortillas  17 oz,-1.0,Romero's,17,NA,3731,kind peanut butter whole grain clusters  11 oz,7.99,kind peanut butter,11,NA
8151350,1958,kellogg's smart start antioxidants original cereal  17.5 oz,3.68,Kellogg's,17.5,NA,445,barbara's bakery high fiber cereal  original 12 oz,8.74,barbara's bakery high,12,NA
8155901,1959,herdez fajita style flour tortillas  16 oz  (pack of 12),28.89,Herdez,16,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8155918,1959,herdez fajita style flour tortillas  16 oz  (pack of 12),28.89,Herdez,16,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8156330,1959,herdez fajita style flour tortillas  16 oz  (pack of 12),28.89,Herdez,16,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8161584,1960,siljans crispy shells  1.75 oz (pack of 6),17.61,Siljans,1.75,6.0,2349,fiber lemon bars 10.6 oz (pack of 6),74.98,fiber lemon bars,10.6,6.0
8161999,1960,siljans crispy shells  1.75 oz (pack of 6),17.61,Siljans,1.75,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
8162272,1960,siljans crispy shells  1.75 oz (pack of 6),17.61,Siljans,1.75,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
8162338,1960,siljans crispy shells  1.75 oz (pack of 6),17.61,Siljans,1.75,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
8163185,1960,siljans crispy shells  1.75 oz (pack of 6),17.61,Siljans,1.75,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
8168113,1962,la preferida flour tortillas  10ct (pack of 12),37.76,La Preferida,NA,12.0,548,chapul thai bar  1.9 ounce (pack of 12),42.84,chapul thai bar,1.9,12.0
8168180,1962,la preferida flour tortillas  10ct (pack of 12),37.76,La Preferida,NA,12.0,615,chapul aztec bar  1.9 ounce (pack of 12),41.92,chapul aztec bar,1.9,12.0
8169140,1962,la preferida flour tortillas  10ct (pack of 12),37.76,La Preferida,NA,12.0,1575,sharkies watermelon scream  1.58-ounce bags (pack of 12),30.0,sharkies watermelon scream,NA,12.0
8169194,1962,la preferida flour tortillas  10ct (pack of 12),37.76,La Preferida,NA,12.0,1629,kashi blackberry graham  7.2-ounce (pack of 12),55.99,kashi blackberry graham,NA,12.0
8169551,1962,la preferida flour tortillas  10ct (pack of 12),37.76,La Preferida,NA,12.0,1986,icee freezer bars  10 count (pack of 12),-1.0,icee freezer bars,NA,12.0
8170421,1962,la preferida flour tortillas  10ct (pack of 12),37.76,La Preferida,NA,12.0,2856,chapul chaco bar  1.9 ounce (pack of 12),41.81,chapul chaco bar,1.9,12.0
8170729,1962,la preferida flour tortillas  10ct (pack of 12),37.76,La Preferida,NA,12.0,3164,powerbar powerbar  chocolate  2.29-ounce (pack of 12),21.48,powerbar powerbar ,NA,12.0
8212555,1972,herdez fajita style whole wheat flour tortillas  16 oz  (pack of 12),29.28,Herdez,16,12.0,3340,nature's bakery whole wheat fig bar twin pack  2 ounce (pack of 12),15.99,nature's bakery whole,2,12.0
8218376,1974,ole burrito grande tortillas  25 oz (pack of 12),37.28,Ole Burrito,25,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8218393,1974,ole burrito grande tortillas  25 oz (pack of 12),37.28,Ole Burrito,25,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8218805,1974,ole burrito grande tortillas  25 oz (pack of 12),37.28,Ole Burrito,25,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8243056,1980,kellogg's cinnamon jacks cereal  10.7 oz,2.98,Apple Jacks,10.7,NA,521,kellogg's nutrigrain cereal bar apple cinnamon,15.99,kellogg's nutrigrain cereal,NA,NA
8243093,1980,kellogg's cinnamon jacks cereal  10.7 oz,2.98,Apple Jacks,10.7,NA,558,glutino cereal apple cinnamon  gluten free 0. oz,19.18,glutino cereal apple,NA,NA
8245253,1980,kellogg's cinnamon jacks cereal  10.7 oz,2.98,Apple Jacks,10.7,NA,2718,kellogg's nutri-grain cereal bars  36 count,16.59,kellogg's nutri-grain cereal,NA,NA
8252914,1982,herdez soft taco size flour tortillas  10 oz  (pack of 12),19.11,Herdez,10,12.0,2049,quaker banana nut bread soft baked bars   7.4 oz (pack of 12),46.49,quaker banana nut,7.4,12.0
8253158,1982,herdez soft taco size flour tortillas  10 oz  (pack of 12),19.11,Herdez,10,12.0,2293,quaker cinnamon pecan bread soft baked bars   7.4 oz (pack of 12),70.36,quaker cinnamon pecan,7.4,12.0
8291718,1991,sam mills granola 12oz pack of 6,41.3,SAM MILLS,12,6.0,3368,sam mills gluten free granola bars (dark chocolate) - pack of 6,35.79,sam mills gluten,NA,6.0
8292470,1991,sam mills granola 12oz pack of 6,41.3,SAM MILLS,12,6.0,4120,sam mills gluten free granola bars (blurberry),6.49,sam mills gluten,NA,NA
8297228,1993,la banderita corn tortillas  18ct (pack of 12),13.76,La Banberita,NA,12.0,548,chapul thai bar  1.9 ounce (pack of 12),42.84,chapul thai bar,1.9,12.0
8297295,1993,la banderita corn tortillas  18ct (pack of 12),13.76,La Banberita,NA,12.0,615,chapul aztec bar  1.9 ounce (pack of 12),41.92,chapul aztec bar,1.9,12.0
8298255,1993,la banderita corn tortillas  18ct (pack of 12),13.76,La Banberita,NA,12.0,1575,sharkies watermelon scream  1.58-ounce bags (pack of 12),30.0,sharkies watermelon scream,NA,12.0
8298309,1993,la banderita corn tortillas  18ct (pack of 12),13.76,La Banberita,NA,12.0,1629,kashi blackberry graham  7.2-ounce (pack of 12),55.99,kashi blackberry graham,NA,12.0
8298666,1993,la banderita corn tortillas  18ct (pack of 12),13.76,La Banberita,NA,12.0,1986,icee freezer bars  10 count (pack of 12),-1.0,icee freezer bars,NA,12.0
8299536,1993,la banderita corn tortillas  18ct (pack of 12),13.76,La Banberita,NA,12.0,2856,chapul chaco bar  1.9 ounce (pack of 12),41.81,chapul chaco bar,1.9,12.0
8299844,1993,la banderita corn tortillas  18ct (pack of 12),13.76,La Banberita,NA,12.0,3164,powerbar powerbar  chocolate  2.29-ounce (pack of 12),21.48,powerbar powerbar ,NA,12.0
8320845,1998,la banderita whole wheat fajita tortillas  16ct (pack of 12),35.21,La Banberita,NA,12.0,3340,nature's bakery whole wheat fig bar twin pack  2 ounce (pack of 12),15.99,nature's bakery whole,2,12.0
8337700,2002,quaker cap'n crunch peanut butter crunch cereal  17.1 oz,3.0,Quaker,17.1,NA,3535,quaker cap'n crunch's crunch berries cereal 18.7 oz,15.79,quaker cap'n crunch's,18.7,NA
8338816,2003,bakery on main traditional unsweetened instant oatmeal  10.5 oz  (pack of 6),34.11,Bakery on Main,10.5,6.0,486,bakery on main gluten free granola bars  extreme trail mix  5-count (pack of 6),29.37,bakery on main,NA,6.0
8339972,2003,bakery on main traditional unsweetened instant oatmeal  10.5 oz  (pack of 6),34.11,Bakery on Main,10.5,6.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
8347208,2005,la comadre flour tortillas  10ct (pack of 12),16.48,La Comadre,NA,12.0,548,chapul thai bar  1.9 ounce (pack of 12),42.84,chapul thai bar,1.9,12.0
8347275,2005,la comadre flour tortillas  10ct (pack of 12),16.48,La Comadre,NA,12.0,615,chapul aztec bar  1.9 ounce (pack of 12),41.92,chapul aztec bar,1.9,12.0
8348235,2005,la comadre flour tortillas  10ct (pack of 12),16.48,La Comadre,NA,12.0,1575,sharkies watermelon scream  1.58-ounce bags (pack of 12),30.0,sharkies watermelon scream,NA,12.0
8348289,2005,la comadre flour tortillas  10ct (pack of 12),16.48,La Comadre,NA,12.0,1629,kashi blackberry graham  7.2-ounce (pack of 12),55.99,kashi blackberry graham,NA,12.0
8348646,2005,la comadre flour tortillas  10ct (pack of 12),16.48,La Comadre,NA,12.0,1986,icee freezer bars  10 count (pack of 12),-1.0,icee freezer bars,NA,12.0
8349516,2005,la comadre flour tortillas  10ct (pack of 12),16.48,La Comadre,NA,12.0,2856,chapul chaco bar  1.9 ounce (pack of 12),41.81,chapul chaco bar,1.9,12.0
8349824,2005,la comadre flour tortillas  10ct (pack of 12),16.48,La Comadre,NA,12.0,3164,powerbar powerbar  chocolate  2.29-ounce (pack of 12),21.48,powerbar powerbar ,NA,12.0
8377517,2012,schar pizza crusts  10.6 oz (pack of 8),62.74,Schar,10.6,8.0,1702,jarritos freezer bars  12 count (pack of 8),38.95,jarritos freezer bars,NA,8.0
8378164,2012,schar pizza crusts  10.6 oz (pack of 8),62.74,Schar,10.6,8.0,2349,fiber lemon bars 10.6 oz (pack of 6),74.98,fiber lemon bars,10.6,6.0
8378288,2012,schar pizza crusts  10.6 oz (pack of 8),62.74,Schar,10.6,8.0,2473,margaritaville freezer bars  12 count (pack of 8),37.22,margaritaville freezer bars,NA,8.0
8378522,2012,schar pizza crusts  10.6 oz (pack of 8),62.74,Schar,10.6,8.0,2707,bolis freezer bars  16 count (pack of 8),39.59,bolis freezer bars,NA,8.0
8432752,2025,glutenfreeda brown sugar & flax gluten-free instant oatmeal  2.64 oz  (pack of 12),31.0,GLUTENFREEDAS,2.64,12.0,2792,nature valley cinnamon brown sugar soft-baked oatmeal squares 7.44 oz (pack of 12),70.71,nature valley cinnamon,7.44,12.0
8438606,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,316,theo fantasy milk chocolate inclusion bars  coconut curry  2-ounce (pack of 12),42.02,theo fantasy milk,NA,12.0
8438675,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,385,coconut secret coconut bar  almond  1.75 ounce (pack of 12),34.15,coconut secret coconut,1.75,12.0
8438838,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,548,chapul thai bar  1.9 ounce (pack of 12),42.84,chapul thai bar,1.9,12.0
8438895,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,605,organic food bar  blueberry (pack of 12) (68 gm),25.85,organic food bar,NA,12.0
8439121,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,831,eas nutrition bar  chocolate peanut butter 1.76 oz (pack of 12),-1.0,eas nutrition bar,1.76,12.0
8439138,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8439550,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,1260,soyjoy  bar strawberry  1.05 oz (pack of 12),24.6,soyjoy  bar,1.05,12.0
8439712,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,1422,simple squares organic bar  sage  1.6 ounce (pack of 12),33.39,simple squares organic,1.6,12.0
8439824,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,1534,raw revolution organic r.r. chry choc chunk 1.8 oz (pack of 12),30.54,raw revolution organic,1.8,12.0
8439826,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,1536,yummyhealth snack bar  coconut  1.41 ounce (pack of 12),24.53,yummyhealth snack bar,1.41,12.0
8439879,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,1589,organic food bar  vegan 68 gram bars (pack of 12),25.85,organic food bar,NA,12.0
8440049,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,1759,skout organic skout choc/cnut bar 1.8 oz (pack of 12),33.21,skout organic skout,1.8,12.0
8440099,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,1809,organic probiotic carebar  goji & cashew nutrition bar (pack of 12),34.99,organic probiotic carebar,NA,12.0
8440266,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,1976,sweetriot dark chocolate with kickin' coconut  3.5 ounce (pack of 12),55.42,sweetriot dark chocolate,3.5,12.0
8441301,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,3011,simple squares organic bar  coconut  1.6 ounce (pack of 12),24.96,simple squares organic,1.6,12.0
8441565,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,3275,organic probiotic carebar  coconut & cacao nibs nutrition bar (pack of 12),32.99,organic probiotic carebar,NA,12.0
8441612,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,3322,squarebar organic protein bar cocoa coconut  1.7-ounce bars (pack of 12),30.54,squarebar organic protein,NA,12.0
8441725,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,3435,organic food bar  active greens  2.4 ounce (pack of 12),25.85,organic food bar,2.4,12.0
8441730,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,3440,18 rabbits date pecan & coconut 1.6 oz (pack of 12),27.17,18 rabbits date,1.6,12.0
8442244,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,3954,organic food bar  original bars  68 gm (pack of 12),25.85,organic food bar,NA,12.0
8442260,2027,thai kitchen organic coconut milk  13.66 oz (pack of 12),36.63,Thai Kitchen,13.66,12.0,3970,clif bar fruit/nut coconut almond peanut 1.41 oz (pack of 12),28.91,clif bar fruit/nut,1.41,12.0
8443364,2028,jfc coconut milk 13.5oz pack of 12,40.46,JFC,13.5,12.0,909,2.50oz sc&onion pringles pack of 12,18.27,2.50oz sc&onion pringles,2.50,12.0
8443949,2028,jfc coconut milk 13.5oz pack of 12,40.46,JFC,13.5,12.0,1494,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0
8448969,2029,nido powdered milk  12.69 oz (pack of 6),38.61,Nestle,12.69,6.0,2349,fiber lemon bars 10.6 oz (pack of 6),74.98,fiber lemon bars,10.6,6.0
8449384,2029,nido powdered milk  12.69 oz (pack of 6),38.61,Nestle,12.69,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
8449657,2029,nido powdered milk  12.69 oz (pack of 6),38.61,Nestle,12.69,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
8449723,2029,nido powdered milk  12.69 oz (pack of 6),38.61,Nestle,12.69,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
8450570,2029,nido powdered milk  12.69 oz (pack of 6),38.61,Nestle,12.69,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
8451962,2030,conchita unsweetened coconut water  10.4 fl oz  (pack of 24),26.88,Conchita,NA,24.0,1177,fiber one protein chewy bars coconut almond 5.85 oz (pack of 24),126.94,fiber one protein,5.85,24.0
8452322,2030,conchita unsweetened coconut water  10.4 fl oz  (pack of 24),26.88,Conchita,NA,24.0,1537,nutri-grain cereal bars  strawberry  10.4 oz  (pack of 3),19.99,nutri-grain cereal bars,10.4,3.0
8471808,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,198,nature's path organic trail mix pumpkin-n-spice flax plus chewy granola bars 7.4 oz (pack of 18),81.93,nature's path organic,7.4,18.0
8471877,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,267,nature's path hot cereal raisin spice 14.0 oz(pack of 6),44.88,nature's path hot,14.0,6.0
8472048,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,438,nature's path organic optimum slim 14.0 oz (pack of 6),52.56,nature's path organic,14.0,6.0
8472202,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,592,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0
8472769,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,1159,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0
8474023,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,2413,nature's path whole o's cereal  gluten free 11.5 oz(pack of 6),49.68,nature's path whole,11.5,6.0
8474169,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,2559,nature's path cereal  coconut chia granola og2 12.34 oz. (pack of 12),60.02,nature's path cereal,12.34,12.0
8474987,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,3377,quaker cereal bars  apple crisp 1.30 oz bars 8-count bars (pack of 6),20.02,quaker cereal bars,1.30,6.0
8475040,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,3430,nature's path organic crunchy granola bars  peanut choco  7.05-ounce (pack of 6),26.34,nature's path organic,NA,6.0
8475503,2035,nature's path flax plus pumpkin raisin crunch cereal  12.35 oz (pack of 6),31.74,Nature's Path,12.35,6.0,3893,nature's path organic crunchy granola bars  macaroon crunch  7.05-ounce (pack of 6),25.56,nature's path organic,NA,6.0
8489912,2039,saco cultured buttermilk powder  12 oz (pack of 6),28.72,Saco,12,6.0,1642,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0
8491034,2039,saco cultured buttermilk powder  12 oz (pack of 6),28.72,Saco,12,6.0,2764,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0
8491307,2039,saco cultured buttermilk powder  12 oz (pack of 6),28.72,Saco,12,6.0,3037,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0
8491373,2039,saco cultured buttermilk powder  12 oz (pack of 6),28.72,Saco,12,6.0,3103,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0
8492220,2039,saco cultured buttermilk powder  12 oz (pack of 6),28.72,Saco,12,6.0,3950,walden farms  drssng cf russian  12 oz (pack of 6),30.96,walden farms ,12,6.0
8517530,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,105,bob's red mill honey oat granola -- 24 oz,6.39,bob's red mill,24,NA
8518195,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,770,bob's red mill - granola original whole grain cinnamon raisin - 12 oz.,3.49,bob's red mill,12,NA
8518273,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,848,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0
8518378,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,953,bob's red mill granola gluten free honey oat -- 12 oz,4.31,bob's red mill,12,NA
8518483,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,1058,bob's red mill granola apple blueberry -- 24 oz,6.39,bob's red mill,24,NA
8518527,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,1102,whlsm gdns apple cinnamon omega3 5.3 oz (pack of 12),60.66,whlsm gdns apple,5.3,12.0
8518784,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,1359,amrita endurance bars - apple cinnamon  case of 12,31.95,amrita endurance bars,NA,NA
8518873,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,1448,bob's red mill honey oat  gluten free 12 oz (pack of 4),25.42,bob's red mill,12,4.0
8519056,2046,bob's red mill apple cinnamon granola  12 oz (pack of 4),15.01,Bob's Red Mill,12,4.0,1631,nature valley apple crisp granola bars 8.9 oz (pack of 12),78.35,nature valley apple,8.9,12.0
