id:INTEGER,title,authors,date,edition,publisher,isbn-13,language,series,age range,pages,lexile
4144,SQL Weekend Crash Course,Allen G. Taylor;,2002/01/15,1,Wiley,9780764549014,English,Weekend Crash Course (Book 27),,360,
639,Data Warehouse Project Management,Sid Adelman;Larissa T. Moss;,2000/09/24,1,Addison-Wesley Professional,9780201616354,English,,,448,
3345,Document Object Model : Processing Structured Documents,Joe Marini;,2002/07/24,1st,McGraw-Hill/OsborneMedia,9780072224368,English,One-Off,,400,
1829,MongoDB in Action,Kyle Banker;Peter Bakkum;Shaun Verch;,2015/03/03,Second Edition,Manning Publications,9781617291609,English,,,375,
4316,Advanced Course in Database Systems : Beyond Relational Databases,"Suzanne W; Urban, Susan D. Dietrich;",2005,,Pearson Prentice Hall,9780130428981,,,,,
4697,Apache Mahout Cookbook,Piero Giacomelli;,2013/12/26,,Packt Publishing,9781849518024,English,,,250,
2134,Microsoft Excel Functions  &  Formulas  ,Bernd Held;,2006/09/05,,Jones & Bartlett Learning,9781598220117,English,Wordware Applications Library,,397,
3145,"System Analysis and Modeling: 4th International SDL and MSC Workshop, SAM 2004, Ottawa, Canada, June 1-4, 2004, Revised Selected Papers  ",Daniel Amyot;Alan W. Williams;,2005/02/16,2005,Springer,9783540245612,English,Lecture Notes in Computer Science / Computer Communication Networks and Telecommunications (Book 3319),,302,
3740,"Building the Operational Data Store, 2nd Edition",W. H. Inmon;,1999/05/28,2,Wiley,9780471328889,English,,,336,
29,"Knowledge-Based and Intelligent Information and Engineering Systems: 14th International Conference, KES 2010, Cardiff, UK, September 8-10, 2010, ... / Lecture Notes in Artificial Intelligence)",Rossitza Setchi;Ivan Jordanov;,2010/08/30,2010,Springer,9783642153860,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 6276),,679,
162,"Data Modeling Made Simple with CA ERwin Data Modeler r8 by Burbank, Donna, Hoberman, Steve  ",,0100,,"Technics Publications, LLC",,,,,,
4143,"Mining Complex Data: ECML/PKDD 2007 Third International Workshop, MDC 2007, Warsaw, Poland, September 17-21, 2007, Revised Selected Papers  ",Zbigniew W. Ras;Shusaku Tsumoto;Djamel A. Zighed;,2008/05/26,2008,Springer,9783540684152,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 4944),,265,
2516,Agile Data Warehousing byHughes,Hughes;,2008,,iUniverse,,,,,,
329,Beginning T-SQL with Microsoft SQL Server 2005 and 2008,Paul Turley;Dan Wood;,2008/12/10,,Wrox,9780470257036,English,,,672,
330,Oracle SQL Tuning Pocket Reference,Mark Gurry;,2002/01/08,1st,O'Reilly Media,9780596002688,English,,,112,
4098,Beginning SQL Server 2005 Programming,Robert Vieira;,2006/02/27,1,Wrox,9780764584336,English,,,720,
5083,Analytisches Customer Relationship Management in Kreditinstituten: Data Warehouse und Data Mining als Instrumente zur Kundenbindung im Privatkundengeschäft  ,Simone Kerner;,2002/07/29,2002,Deutscher Universitätsverlag,9783824476077,German,,,411,
1583,"SQL 2012 Functions Joes 2 Pros  : A Solutions Series Tutorial on String, Logical, and Date Time Functions for SQL Server 2012",Rick Morelan;Pinal Dave;,2012/11/30,,Joes 2 Pros International LLC,9781939666062,English,,,100,
2142,DB2 Developer's Guide  ,Craig S. Mullins;,2004/05/21,5th,Sams Publishing,9780672326134,English,,,1512,
512,Introduction to Oracle Discoverer 10g: Beginners Edition,Rigoberto Garcia;,2010/06/08,,lulu.com,9781411664098,English,,,162,
438,"Computer Performance Evaluation and Benchmarking: SPEC Benchmark Workshop 2009, Austin, TX, USA, January 25, 2009, Proceedings  ",David Kaeli;,2009/02/13,,Springer,9783540937982,English,Lecture Notes in Computer Science / Programming and Software Engineering (Book 5419),,145,
781,SQL 2008 Programming Joes 2 Pros Volume 4,Rick Morelan;,2009/02/02,,Joes 2 Pros International LLC,9780985226831,English,,,480,
4592,Intelligent Data Analysis,Michael R. Berthold;David Hand;,2006/11/07,2nd,Springer,9783540430605,English,,,525,
3405,Oracle Performance Firefighting,Craig Shallahamer;,2009,,"OraPub, Inc.",9780984102303,English,,,406,
1745,SQL Server Interview Questions You'll Most Likely Be Asked,Vibrant Publishers;,2010/07/15,,CreateSpace Independent Publishing Platform,9781453709726,English,,,138,
135,Migrating to the Cloud: Oracle Client/Server Modernization,Tom Laszewski;Prakash Nauduri;,2011/10/17,1,Syngress,9781597496476,English,,,400,
260,The SQL Server 7.0 Handbook: A Guide to Microsoft Database Computing,Ken England Microsoft Certified Systems Engineer and a Microsoft Certified Trainer;Nigel Stanley;,1999/08/03,,Digital Press,9781555582012,English,,,464,
5031,Security and Policy Driven Computing,Lei Liu;,2010/12/13,1,CRC Press,9781439825792,English,,,290,
1657,DB2/400: The New AS/400 Database: The Unabridged Guide to the New IBM Database Management System,Skip Marchesani;,1994/06/01,,Midrange Computing,9781883884123,English,,,278,
2589,"Advances in Intelligent and Distributed Computing: Proceedings of the 1st International Symposium on Intelligent and Distributed Computing IDC 2007, ... 2007  ",Costin Badica;Marcin Paprzycki;,2007/11/09,2008,Springer,9783540778967,English,Studies in Computational Intelligence (Book 78),,310,
19,Advanced Oracle Soa Suite 11g in 21 Days,Eaiesb;Consultants Network;,2013/10/02,,ConsultantsNetwork,9781940558004,English,,,1080,
2952,"Materialized Views: Techniques, Implementations, and Applications",Ashish Gupta;Inderpal Singh Mumick;,1999/06/04,,The MIT Press,9780262571227,English,,,616,
5076,Handbook of Semantic Web Technologies,John Domingue;Dieter Fensel;James A. Hendler;,2011/06/19,2011,Springer,9783540929123,English,,,1056,
3360,Sams Teach Yourself PL/SQL in 21 Days  ,Jonathan Gennick;Tom Luers;,2000/01/01,2,Sams Publishing,9780672317989,English,,,720,
2975,Oracle WebLogic Server 12c Advanced Administration Cookbook,Dalton Iwazaki;,2013/06/18,,Packt Publishing,9781849686846,English,,,284,
4536,Database Developer's Guide With Visual C++/Book and Cd-Rom,Roger Jennings;Peter D. Hipson;,1995/07,,Sams Publishing,9780672306136,English,,,1200,
51,Advanced Data Warehouse Design byZimányi,Zimányi;,2011,,Springer,,,,,,
4744,DB2 Universal Database V8.1 Certification Exam 700 Study Guide,Roger E. Sanders;,2003/10/09,1,IBM Press,9780131424654,English,,,448,
153,OCP: Oracle8i DBA Certification Kit,Chip Dawes;Biju Thomas;Joe Johnson;,2000/12/18,,Sybex Inc,9780782126853,English,Certification Kit,,2304,
2173,RFID Handbook: Radio-Frequency Identification Fundamentals and Applications,Klaus Finkenzeller;,2000/01/05,1,Wiley,9780471988519,English,,,322,
1779,Data Modeling Fundamentals: A Practical Guide for IT Professionals,Paulraj Ponniah;,2007/07/20,1,Wiley-Interscience,9780471790495,English,,,464,
2553,Oracle SQL: the Essential Reference,David C. Kreines;,2000/10/03,,O'Reilly Media,9781565926974,English,,,418,
3072,Microsoft SQL Server 2008 Administration for Oracle DBAs,Mark Anderson;James Fox;Christian Bolton;,2010/10/11,1,McGraw-Hill Osborne Media,9780071700641,English,,,592,
2715,Web Farming for the Data Warehouse  ,Richard D. Hackathorn;,1998/11/13,,Morgan Kaufmann,9781558605039,English,The Morgan Kaufmann Series in Data Management Systems,,384,
2732,Data Mining in E-learning  ,C. Romero (Editor);C. Romero;S. Ventura;,2006/06/19,,WIT Press / Computational Mechanics,9781845641528,English,Advances in Management Information (Book 4),,328,
2739,Oracle8 Database Design Using UML  Object Modeling,Paul Dorsey;Joseph R. Hudicka;,1998/12/21,,Oracle Press,9780078824746,English,Oracle Press Series,,496,
4741,Information Security Risk Assessment Toolkit: Practical Assessments through Data Collection and Data Analysis,Mark Talabis;Jason Martin;,2012/11/09,1,Syngress,9781597497350,English,,,278,
3114,.NET Common Language Runtime Unleashed,Kevin Burton;,2002/04/14,1,Sams Publishing,9780672321245,English,,,1024,
3058,Pro Oracle SQL  ,Karen Morton;Kerry Osborne;Robyn Sands;,2013/10/29,2,Apress,9781430262206,English,Expert's Voice in Oracle,,580,
97,"Architecture of Computing Systems - ARCS 2006: 19th International Conference, Frankfurt/Main, Germany, March 13-16, 2006, Proceedings  ",Werner Grass;Bernhard Sick;Klaus Waldschmidt;,2006/03/06,,Springer,9783540327653,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 3894),,500,
3494,"Advances in Multimedia Modeling: 17th International Multimedia Modeling Conference, MMM 2011, Taipei, Taiwan, January 5-7, 2011, Proceedings, Part I ... Applications, incl. Internet/Web, and HCI)",Kuo-Tien Lee;Wen-Hsiang Tsai;Hong-Yuan Mark Liao;,2010/12/14,2011,Springer,9783642178313,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6523)",,562,
1831,"Exploratory Data Analysis in Business and Economics: An Introduction Using SPSS, Stata, and Excel",Thomas Cleff;,2013/11/25,,Springer,9783319015163,English,,,280,
1056,Data Warehouse Gestutzte Balaced Scorecard  ,Christian Ermert;,2013/09/28,,GRIN Verlag,9783640953448,German,,,56,
1597,"Computer-Human Interaction: 8th Asia-Pacific Conference, APCHI 2008 Seoul, Korea, July 6-9, 2008, Proceedings  ",Seongil Lee;Hyunseung Choo;Sungdo Ha;,2008/06/24,2008,Springer,9783540705840,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 5068)",,460,
4514,"Adobe ColdFusion 8 Web Application Construction Kit, Volume 3: Advanced Application Development",Ben Forta;Charlie Arehart;Jeffrey Bouley;,2008/01/05,1,Adobe Press,9780321515476,English,,,696,
2161,"Survey of Text Mining II: Clustering, Classification, and Retrieval  ",Michael W. Berry;Malu Castellanos;,2008/03/11,2008,Springer,9781848000452,English,,,240,
3463,Data Warehousing and Data Mining Tutorial,CHEN WEN WEI BIAN ZHU;,1991,,Tsinghua University Press,9787302131540,Chinese,,,,
3168,"Advances in Databases: 15th British National Conference on Databases, BNCOD 15 London, United Kingdom, July 7 - 9, 1997  ",Carol Small;Paul Douglas;Roger Johnson;,1997/07/24,,Springer,9783540632634,English,Lecture Notes in Computer Science (Book 1271),,240,
3255,Data Structures and Other Objects Using C++  ,Michael Main;Walter Savitch;,2000/07/25,2nd,Addison Wesley,9780201702972,English,,,783,
4489,Searching Multimedia Databases by Content  ,Christos Faloutsos;,1996/09/30,1996,Springer,9780792397779,English,Advances in Database Systems (Book 3),,155,
4755,Advanced Standard SQL Dynamic Structured Data Modeling and Hierarchical Processing  ,Michael M. David;,2013/03/01,,Artech House,9780262533065,English,Artech House Computing Library,,390,
2464,Oracle GoldenGate 11g Implementer's guide,John P Jeffries;,2011/02/22,,Packt Publishing,9781849682008,English,,,280,
4505,Starting Out with Java: From Control Structures through Data Structures    ,Tony Gaddis;Godfrey Muganda;,2011/03/03,2,Addison-Wesley,9780321545862,English,Gaddis Series,,1392,
2595,OCP: Oracle9i DBA Fundamentals II Study Guide,Doug Stuns;Matthew Weishan;,2002/04/24,,Sybex,9780782140644,English,,,576,
562,Object Oriented Methods,Ian Graham;,1994/01/15,,Addison-Wesley Pub (Sd),9780201593716,English,,,473,
2998,Visual Intelligence: Microsoft Tools and Techniques for Visualizing Data,Mark Stacey;Joe Salvatore;Adam Jorgensen;,2013/04/29,1,Wiley,9781118388037,English,,,432,
2463,Data Mining: Next Generation Challenges and Future Directions  ,Hillol Kargupta;Anupama Joshi;Krishnamoorthy Sivakumar;,2004/11/19,,AAAI Press,9780262612036,English,American Association for Artificial Intelligence,,528,
2935,Origins and Successors of the Compact Disc: Contributions of Philips to Optical Storage  ),J.B.H. Peek;Jan Bergmans;J. A. M. M. van Haaren;,2010/10/28,Softcover reprint of hardcover 1st ed. 2009,Springer,9789048181544,English,Philips Research Book Series (closed) (Book 11),,316,
1594,Optimization Based Data Mining: Theory and Applications  ,Yong Shi;Yingjie Tian;Gang Kou;,2011/05/18,2011,Springer,9780857295033,English,Advanced Information and Knowledge Processing,,286,
931,"Parallel Processing and Applied Mathematics: 5th International Conference, PPAM 2003, Czestochowa, Poland, September 7-10, 2003. Revised Papers  ",Roman Wyrzykowski;Jack Dongarra;Marcin Paprzycki;,2004/04/26,2004,Springer,9783540219460,English,Lecture Notes in Computer Science (Book 3019),,1179,
3961,Lotus Notes and Domino 5 Scalable Network Design,John P. Lamb;Peter W. Lew;,1999/08/15,,Computing Mcgraw-Hill,9780079137920,English,Lotus Domino Series,,730,
136,"Data Management in Grids: First VLDB Workshop, DMG 2005, Trondheim, Norway, September 2-3, 2005, Revised Selected Papers  ",Jean-Marc Pierson;,2006/01/16,2006,Springer,9783540312123,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3836)",,146,
4106,"Database Modeling and Design, Fifth Edition: Logical Design  ",Toby J. Teorey;Sam S. Lightstone;Tom Nadeau;,2007/02/09,5,Morgan Kaufmann,9780123820204,English,The Morgan Kaufmann Series in Data Management Systems,,352,
5040,Oracle E-Business Suite Manufacturing & Supply Chain Management,Bastin Gerald;Nigel King;Dan Natchek;,2001/12/18,,McGraw-Hill Osborne Media,9780072133790,English,Oracle Press,,823,
644,Decision Support Systems  ,George M. Marakas;,2002/09/02,2,Prentice Hall,9780130922069,English,,,640,
3583,Microsoft SQL Server 2000 Unleashed  ,Ray Rankins;Paul Jensen;Paul T. Bertucci;,2002/12/28,2,Sams Publishing,9780672324673,English,,,1560,
5073,MySQL : The Complete Reference,Vikram Vaswani;,2003/12/18,1,McGraw-Hill Osborne Media,9780072224771,English,Osborne Complete Reference Series,,544,
4356,Data Modeling for Everyone,Sharon Allen;,2002/10,,Curlingstone,9781904347002,English,,,500,
1058,Microsoft ADO.NET Professional Projects,Sanjeev Rohilla;Surbhi Malhotra;,2002/03/02,1,Course Technology PTR,9781931841542,English,Professional Projects,,968,
3442,"Network and Parallel Computing: IFIP International Conference, NPC 2007, Dalian, China, September 18-21, 2007, Proceedings  ",Keqiu Li;Chris Jesshope;Hai Jin;,2007/11/09,,Springer,9783540747833,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 4672),,562,
2828,Knowledge Visualization Currents: From Text to Art to Culture,Francis T. Marchese;Ebad Banissi;,2012/10/05,2013,Springer,9781447143024,English,,,224,
3217,Practical Software Testing: A Process-Oriented Approach  ,Ilene Burnstein;,2003/06/24,2003,Springer,9780387951317,English,Springer Professional Computing,,710,
4447,Data Mining Mobile Devices,Jesus Mena;,2013/06/18,1,Auerbach Publications,9781466555952,English,,,328,
3811,Data Replication: Tools and Techniques for Managing Distributed Information,Marie Buretta;,1997/03/10,1,Wiley,9780471157540,English,,,384,
1639,Case*Method: Tasks and Deliverables,Richard Barker;,1990/01/01,,Addison-Wesley Professional,9780201416978,English,Case*method,,352,
1535,Categorical Data Analysis,Alan Agresti;,2012/12/03,3,Wiley,9780470463635,English,,,744,
5160,Sams Teach Yourself Delphi in 21 Days,Wozniewicz;,1996/08/13,,Sams Publishing,9780672309977,,Sams Teach Yourself,,923,
4581,"Advanced Environments, Tools, and Applications for Cluster Computing",Dan Grigoras;Alex Nicolau;Bernard Toursel;,2002/05/02,2002,Springer,9783540436720,English,Lecture Notes in Computer Science (Book 2326),,334,
3897,Data Warehouse 82 Success Secrets - 82 Most Asked Questions on Data Warehouse - What You Need to Know,Paula Erickson;,2013/07/24,,Emereo Publishing,9781488517556,English,What You Need to Know,,126,
2441,Principles of Data Mining  ,Max Bramer;,2007/03/28,2007,Springer,9781846287657,English,Undergraduate Topics in Computer Science,,354,
1763,Developing Analytic Talent: Becoming a Data Scientist,Vincent Granville;,2014/04/07,1st,Wiley,9781118810088,English,,,336,
301,"Case-Based Reasoning: 18th International Conference, ICCBR 2010, Alessandria, Italy, July 19-22, 2010 Proceedings  ",Isabelle Bichindaritz;Stefania Montani;,2010/07/07,,Springer,9783642142734,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 6176),,557,
2623,"Fuzzy Logic, Identification and Predictive Control  ",Jairo Jose Espinosa Oviedo;Joos P.L. Vandewalle;Vincent Wertz;,2004/10/14,,Springer,9781852338282,English,Advances in Industrial Control,,264,
2389,Oracle Design: The Definitive Guide  ,Dave Ensor;Ian Stevenson;,1997/03/11,,O'Reilly Media,9781565922686,English,Nutshell Handbooks,,552,
683,Microsoft Access 2013 Step by Step,Joan Lambert;Joyce Cox;,2013/02/25,1,Microsoft Press,9780735669086,English,Step by Step,,448,
9,"Product Focused Software Process Improvement: 6th International Conference, PROFES 2005, Oulu, Finland, June 13-18, 2005, Proceedings  ",Frank Bomarius;Seija Komi-Sirviö;,2005/07/21,2005,Springer,9783540262008,English,Lecture Notes in Computer Science / Programming and Software Engineering (Book 3547),,588,
455,Oracle Procure-to-Pay Guide  ,Melanie Anjele Cameron;,2009/04/27,1,McGraw-Hill Osborne Media,9780071622271,English,Oracle Press,,302,
356,Development of a Prototype Relational Database System for Managing FleetBattle Experiment Data,Kevin Colon;,2000,,PN,,,,,,
2376,"Trust Management: 4th International Conference, iTrust 2006, Pisa, Italy, May 16-19, 2006, Proceedings  ",Ketil Stølen;William H. Winsborough;Fabio Martinelli;,2006/06/14,,Springer,9783540342953,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3986)",,476,
1574,Conceptual Structures in Practice  ,Pascal Hitzler;Henrik Scharfe;,2009/05/06,1,Chapman and Hall/CRC,9781420060621,English,Chapman & Hall/CRC Studies in Informatics Series (Book 2),,425,
470,Windows for the Oracle DBA: The Definitive Reference    ,Mark Sorger;,2013/08/23,,Rampant TechPress,9780977671519,English,Oracle In-Focus,,342,
1947,Mastering Data-Intensive Collaboration and Decision Making: Research and practical applications in the Dicode project  ,Nikos Karacapilidis;,2014/04/06,2014,Springer,9783319026114,English,Studies in Big Data (Book 5),,226,
1031,Oracle 10g Developer: PL/SQL Programming,Joan Casteel;,2007/08/15,1,Cengage Learning,9781423901365,English,,,528,
786,Application Development with Microsoft Access 2007 LiveLessons  ,Alison Balter;,2008/12/24,1,Sams Publishing,9780672330216,English,,,144,
4680,THE DATA WAREHOUSE TOOKKIT SECOND EDITION,RALPH KIMBALL & MARGY ROSS;,2004,,WILEY COMPUTER PUBLISHING CO.,,,,,,
1452,Access 2000 Developer's Handbook Volume 1: Desktop Edition,Paul Litwin;Ken Getz;Mike Gilbert;,1999/09/02,Volume 1: Desktop Edition,Sybex,9780782123708,English,Access 2000 Developer's Handbook (Book 1),,1664,
2643,Mastering SQL Server 2000 Security  ,Mike Young;Curtis W. Young;,2002/08/30,1,Wiley,9780471219705,English,Gearhead Press (Book 17),,500,
4851,Study Guide for 1Z0-051: Oracle Database 11g: SQL Fundamentals I: Oracle Certification Prep,Matthew Morris;,2012/04/16,,CreateSpace Independent Publishing Platform,9781475204667,English,,,144,
2546,"Data Management in Grid and Peer-to-Peer Systems: Third International Conference, Globe 2010, Bilbao, Spain, September 1-2, 2010, Proceedings  ",Abdelkader Hameurlain;Franck Morvan;A Min Tjoa;,2010/08/18,,Springer,9783642151071,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6265)",,161,
3497,Head First SQL: Your Brain on SQL -- A Learner's Guide,Lynn Beighley;,2007/09/01,,O'Reilly Media,9780596526849,English,Head First,,610,
1474,DATA MINING with IBM SPSS through examples,Cesar Perez Lopez;,2013/06/26,,CreateSpace Independent Publishing Platform,9781490541945,English,,,282,
3702,"Visual Developer SQL Database Programming with Java: Creating Fast, Efficient Database Applications for the Web",Bill McCarty;,1997/09/03,,Coriolis Group Books,9781576101766,English,Visual Developer,,512,
4060,Inside the Database Object  Model,Donald K. Burleson;,1998/06/25,1,CRC Press,9780849318078,English,,,240,
1144,Establishing a Test with Distributed Database Systems,R.Mohammad Shafi;,2012/12/27,,LAP LAMBERT Academic Publishing,9783847311232,English,,,140,
3492,Data Warehousing: Architecture and Implementation,Humphries / Hawkins / Dy;,1999,,TBS,,,,,,
3684,"Data Mining: Foundations and Intelligent Paradigms: Volume 3: Medical, Health, Social, Biological and other Applications  ",Dawn E. Holmes;Lakhmi C. Jain;,2012/01/13,2012,Springer,9783642231506,English,Intelligent Systems Reference Library (Book 25),,364,
3226,Expert Oracle Database Architecture: 9i and 10g Programming Techniques and Solutions,Thomas Kyte;,2005/09/19,,Apress,9781590595305,English,,,768,
4524,Claris FileMaker Pro 3 0 for Windows 95 and Macintosh  ,Custom Editorial Productions;Betsy Newberry;,1997/01,,Wadsworth Publishing Company,9780538715676,English,Quicktorial,,160,
3698,Principles and Theory for Data Mining and Machine Learning  ,Bertrand Clarke;Ernest Fokoue;Hao Helen Zhang;,2009/07/30,2009,Springer,9780387981345,English,Springer Series in Statistics,,786,
2476,Data Structures and Algorithms in Java  ,Robert Lafore;,2002/11/16,2,Sams Publishing,9780672324536,English,,,800,
3110,Microsoft Azure SQL Database Step by Step  ,Leonard G. Lobel;Eric D. Boyd;,2014/07/13,1,Microsoft Press,9780735679429,English,Step by Step Developer,,400,
538,Joe Celko's Analytics and OLAP in SQL  ,Joe Celko;,2006/08/07,1,Morgan Kaufmann,9780123695123,English,The Morgan Kaufmann Series in Data Management Systems,,208,
4679,MOS Study Guide for Microsoft Office 365,John Pierce;,2012/06/25,1,Microsoft Press,9780735669031,English,MOS Study Guide,,224,
3851,"Data Mining for Intelligence, Fraud & Criminal Detection: Advanced Analytics & Information Sharing Technologies",Christopher Westphal;,2008/12/22,,CRC Press,9781420067231,English,,,440,
2993,Programming Data-Driven Web Applications with ASP.NET,Donny Mack;Doug Seven;,2001/09/30,1,Sams Publishing,9780672321061,English,,,720,
2989,Microsoft SQL Server 2005 Analysis Services,Edward Melomed;Irina Gorbach;Alexander Berger;,2006/12/25,1,Sams Publishing,9780672327827,English,,,864,
4139,Microsoft Office 2007: Essential Concepts and Techniques  ,Gary B. Shelly;Thomas J. Cashman;Misty E. Vermaat;,2007/05/07,1,Cengage Learning,9781418843748,English,Shelly Cashman Series,,448,
4815,Oracle Enterprise Manager 12c Command-Line Interface,Kellyn Pot'Vin;Seth Miller;Ray Smith;,2014/10/15,1,Apress,9781484202395,English,,,300,
2765,Crowdsourcing Geographic Knowledge: Volunteered Geographic Information   in Theory and Practice,Daniel Sui;Sarah Elwood;Michael Goodchild;,2012/08/09,2013,Springer,9789400745865,English,,,396,
2302,Professional Microsoft SQL Server 2008 Reporting Services,Paul Turley;Thiago Silva;Bryan C. Smith;,2008/12/05,,Wrox,9780470242018,English,,,816,
4118,DB2 10.5 with BLU Acceleration: New Dynamic In-Memory Analytics for the Era of Big Data,Paul Zikopoulos;Sam Lightstone;Matthew Huras;,2013/10/30,1,McGraw-Hill Osborne Media,9780071823494,English,,,168,
3316,Algorithms and Data Structures: Design Correctness Analysis  ,Jeffrey H. Kingston;,1991/01,,Addison-Wesley,9780201417050,English,International computer science series,,315,
2842,Oracle PL/SQL: The Complete Video Course,Elena Silvestrova;,2000/12,,Prentice Hall PTR,9780130321251,English,Complete Video Courses,,,
4355,Data mining and data warehousing  ,Barbara Mento;,2003,,"Association of Research Libraries, Office of Leadership and Management Services",9781594076060,English,SPEC kit,,77,
3612,The Rational Guide to SQL Server CLR Integration  ,Greg Low;,2007/10/12,,Rational Press,9781932577334,English,,,224,
18,Informix -4Gl by Example,Informix Press;,1994/07,,Prentice Hall,9780131003552,English,,,732,
4593,"Beginning Relational Data Modeling, Second Edition",Sharon Allen;Evan Terry;,2005/03/24,2nd,Apress,9781590594636,English,,,632,
2316,The Rational Guide to Scripting SQL Server 2005 Integration Services Beta Preview  ,Donald Farmer;,2005/07/15,,Rational Press,9781932577211,English,Rational Guides,,192,
3779,Data Intensive Distributed Computing: Challenges and Solutions for Large-scale Information Management,Tevfik Kosar;,2012/01/31,1,IGI Global,9781615209712,English,,,350,
3252,Approximate String Processing   in Databases),Marios Hadjieleftheriou;Divesh Srivastava;,2011/02/08,1,Now Publishers Inc,9781601984180,English,Foundations and Trends(r) in Databases (Book 7),,152,
3662,Advanced Web Metrics with Google Analytics,Brian Clifton;,2012/04/03,3,Sybex,9781118168448,English,,,600,
2199,"Advances in Databases: 19th British National Conference on Databases, BNCOD 19, Sheffield, UK, July 17-19, 2002. Proceedings  ",Barry Eaglestone;Siobhan North;Alexandra Poulovassilis;,2002/08/26,,Springer,9783540439059,English,Lecture Notes in Computer Science (Book 2405),,204,
3491,Web Communities: Analysis and Construction,Yanchun Zhang;Jeffrey Xu Yu;Jingyu Hou;,2005/12/22,2006,Springer,9783540277378,English,,,187,
3007,ADO Programming For Dummies  ),Rob Krumm;,2000/11/15,,For Dummies,9780764507472,English,For Dummies (Computers),,477,
1424,"Service Availability: Third International Service Availability Symposium, ISAS 2006, Helsinki, Finland, May 15-16, 2006, Revised Selected Papers ... Applications, incl. Internet/Web, and HCI)",Dave Penkler;Manfred Reitenspiess;Francis Tam;,2006/12/14,2006,Springer,9783540687245,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 4328)",,289,
4299,MCSE Training Kit  : Microsoft SQL Server  2000 Database Design and Implementation  ,Microsoft Press;Microsoft Corporation;,2001/05/25,,Microsoft Press,9780735612488,English,Pro Certification,,650,
2114,Encyclopedia Of Database Technologies And Applications,Laura C. Rivero;Jorge H. Doorn;Viviana E. Ferraggine;,2005/08/09,,Idea Group Publishing,9781591405603,English,,,784,
1313,ColdFusion 5 Web Application Construction Kit  ,Ben Forta;Nate Weiss;Leon Chalnick;,2001/07/24,4,Pearson Education,9780789725844,English,,,1200,
270,Microsoft® SQL Server 2000 Performance Tuning Technical Reference,Edward Whalen;Marcilina Garcia;Steve Adrien DeLuca;,2001/08/03,1,Microsoft Press,9780735612709,English,Technical Reference,,464,
3994,The Essence of SQL : A Guide to Learning Most of SQL in the Least Amount of Time,David Rozenshtein;,1997/11,,Sql Forum Pr,9780964981218,English,,,,
3394,Solr in Action,Trey Grainger;Timothy Potter;,2014/04/05,1,Manning Publications,9781617291029,English,,,664,
3721,Data Warehouse Designs: Achieving ROI with Market Basket Analysis and Time Variance       Fon Silvers,,2011,,Auerbach Publications,,,,,,
32,Microsoft SQL Server 2012 Administration: Real-World Skills for MCSA Certification and Beyond  ,Tom Carpenter;,2013/06/17,1,Sybex,9781118487167,English,,,936,
283,Data Warehousing 101: Concepts and Implementation,Arshad Khan;,2003/08/01,,"Khan Consulting and Publishing, LLC",9780595290697,English,,,134,
1429,"Computerized Maintenance Management Systems Made Easy: How to Evaluate, Select, and Manage CMMS",Kishan Bagadia;,2006/06/27,1,McGraw-Hill Professional,9780071469852,English,,,267,
1101,SQL Server 2008 Administration: Real-World Skills for MCITP Certification and Beyond  ,Tom Carpenter;,2010/05/17,1,Sybex,9780470554203,English,,,816,
3418,"Parallel Virtual Machine - EuroPVM'96: Third European PVM Conference, Munich, Germany, October, 7 - 9, 1996. Proceedings  ",Arndt Bode;Jack Dongarra;Thomas Ludwig;,1996/11/08,1996,Springer,9783540617792,English,Lecture Notes in Computer Science (Book 1156),,373,
3238,"Mathematical Knowledge Management: Second International Conference, MKM 2003 Bertinoro, Italy, February 16-18, 2003  ",Andrea Asperti;Bruno Buchberger;James Harold Davenport;,2003/04/10,2003,Springer,9783540005681,English,Lecture Notes in Computer Science (Book 2594),,230,
2233,"Data Warehouse Lifecycle Toolkit   by Kimball, Ralph - Ross, Margy - Thornthwaite, Warren - Mundy, Jo  ",Kimbal;,2008,,"Wiley, Paperback(2008)",,,,,,
4410,Beginning ASP.NET 2.0 E-Commerce in C# 2005: From Novice to Professional,Cristian Darie;Karli Watson;,2005/10/20,1,Apress,9781590594681,English,Novice to Professional,,704,
