@info
{
    "table":{
        "name":"amazon",
        "description":"",
        "idAttrib":{
            "name":"title",
            "type":"TEXT"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"title",
                "type":"TEXT"
            },
            {
                "name":"price",
                "type":"FLOAT"
            },
            {
                "name":"unitPrice",
                "type":"TEXT"
            },
            {
                "name":"size",
                "type":"TEXT"
            },
            {
                "name":"description",
                "type":"TEXT"
            }
        ]
    }
}

@data
title:TEXT,price:FLOAT,unitPrice:TEXT,size:TEXT,description:TEXT
Green & Black's Organic Maya Gold Impulse Bar 1.2 oz. (Pack of 20),57.34,($1.79 /  oz),NaN,"Save on Green &Amp; Black 20X 1.2 Oz Maya Gold Impulse Bar The First Product To Be Awarded The Uk Fairtrade Mark Back In 1994. Traditionally, The Maya Indians In Southern Belize Flavored Their Cocoa With Spices. We Recapture This By Blending Rich, Dark Chocolate With A Refreshing Twist Of Orange.: (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
"Special K Cereal Bar, Strawberry;Blueberry, .81 oz, 12/Box",16.98,NaN,NaN,"Enjoy this 12 count of Strawberry/Blueberry Special K Cereal Bars with fruit pieces and yogurt flavor topping in a form that is convenient to take with you and eat on the go. With only 90 calories per bar, these Kellogg's Cereal Bars are healthy as well as sweet, making for a yummy snack or breakfast option. This box contains 12 Special K strawberry or blueberry cereal bars.  "
LUNA BAR COOKIE DOUGH 1.59 OUNCES 12 COUNT,28.77,($1.30 /  oz),NaN,"At less than 200 calories per bar, LUNA Protein Bar Cookie Dough is a wholesome, healthy, and satisfying way to reenergize. Each gluten-free bar is a good source of protein and fiber, which help you feel full longer, plus essential vitamins and minerals women's diets often lack. LUNA Protein Bar Cookie Dough blends pieces of chocolate and cookie dough with swirls of soft nougat and a touch of vanilla for an appetizing snack. 2 grams of soy/whey protein. Good source of fiber. High in Calcium and Folic Acid. Good source of Iron, Vitamin D, and Antioxidants (Vit. A, C and E). Nougaty, candy bar-like texture available in 3 indulgent flavors that satisfy sweet cravings and satiate hunger  "
"KIND PLUS, Almond Walnut Macadamia Plus Protein, Gluten Free Bars, 1.4 Ounce (Value Bulk Multi-pack)",69.9,($14.77 / 10 Items),NaN,"Almond Walnut Macadamia Plus Protein is a super charged snack with only 15g carbs, 8g sugar and 10g Protein with heart healthy nuts and 50% DV of Vitamins A, C and E. KIND is more than just a brand of award-winning whole nut and fruit bars made from ingredients you can see and pronounce®- it is also a movement and way of being. At KIND, we aim to make the world a bit kinder through all that we do and how we do it- from the products we create to the way we work, live and give back. And that may be why nutritionists, foodies and social leaders alike all agree that KIND is the best snack around!  "
"Special K Bars, Chocolaty Drizzle, 9.3 Ounce",,NaN,NaN,"This yummy cereal bar is filled with crunchy rice and whole wheat flakes and then lightly drizzled with chocolaty goodness. It's the perfect way to kick that chocolate craving. And at 90 calories per cereal bar and with three grams of fiber, there are plenty of things to smile about.  "
General Mills Honey Nut Cheerios Milk 'n Cereal Bars (Case Count: 10 per case) (Case Contains: 60 Bars),69.99,NaN,NaN,"General Mills Honey Nut Cheerios Milk 'n Cereal Bars (Case Count: 10 per case) (Case Contains: 60 Bars)  "
"LENNY & LARRY'S Peanut Butter Muscle Brownie, 2.82-Ounce Packages (Pack of 12)",25.96,($0.77 /  oz),9.2 x 4.8 x 3.8 inches,"Save 20% On In-Store Prices On Lenny &Amp; Larry`S Peanut Butter Cookies ( 12/2.82Oz). Our All Natural Peanut Butter Muscle Brownie Is Packed With 20 Grams Of High Quality Protein, Has 0 Grams Of Trans Fat, Is Low In Cholesterol, Fresh Baked, Good For You And Tastes Incredible! Whether As A Snack Or A Meal Replacement, You Never Have To Feel Guilty Eating A Brownie Again. (Please Read The Ingredients On The Product Prior To Use.)  "
Metagenics - UltraMeal Bar Choc Raspberry 12 Bars/Bx [Health and Beauty],34.95,NaN,NaN,"UltraMeal Bar Choc Raspberry 12 Bars/Bx  "
"Dr. Pepper Freezer Bars, 27 Count",18.34,($0.68 /  count),NaN,"Jel Sert is a leader in freezer bars, diet drinks, gelatins, puddings and frozen desserts. Perfect frozen treat for all ages.  "
"Cascadian Farm Organic Chewy Gronola Bars (6) Harvest Berry, (6) Vanilla Chip & (6) Chocolate Chip - Variety Pack",22.95,NaN,NaN,"(6) Harvest Berry, (6) Vanilla Chip & (6) Chocolate Chip

USDA Certified Organic

Harvest Berry: Delicious organic chewy granola bars with whole raisins, blueberries and cranberries. 

Vanilla Chip: The delectable taste of these organic vanilla chip chewy granola bars is a pure delight any time of day. 

Chocolate Chip: Satisfy your sweet tooth with the scrumptious organic chocolate in this delicious chewy granola bar. 

See images for list of daily nutrition values and complete lists of ingredients.  "
"Walden Farms Calorie-Free Fat-Free Sugar-Free Chocolate-Flavored Syrup, 12 oz. (Pack of 6)",31.99,NaN,NaN,"Walden Farms Calorie-Free Fat-Free Sugar-Free Chocolate-Flavored Syrup,  "
"Organic Food Bar, Vegan 68 Gram Bars (Pack of 12)",25.85,($0.90 /  Ounce),9 x 6 x 3 inches,"Our amazingly delicious vegan Bars contain certified organic premium agave nectar which has a lower glycemic index than other sugars. That means a stronger, steadier energy boost all day long, without the “crash” you might experience from other bars with refined sweeteners such as high fructose corn syrup or rice syrup. Our vegan bars have the same healthy fats, protein and phytonutrient-rich sprouts as our original version.  "
Kellogg's Nutri-Grain Granola Slices Choc Chip (5x40g),8.99,NaN,NaN,"Kellogg's Nutri-Grain Granola Slices Choc Chip (5x40g)  "
"Clif Bar Mojo Sweet and Salty Trail Mix Bar, Mountain Mix 12 - 1.59 oz (45 g) bars [19.08 oz (540 g)]",24.65,($0.53 /  oz),6.8 x 6 x 2.5 inches,"Clif Bar Mojo Sweet and Salty Trail Mix Bar, Mountain Mix 12 - 1.59 oz (45 g) bars [19.08 oz (540 g)]  "
Appleways Soft Oatmeal Bars - 1.2 oz (Apple),19.99,($0.63 /  Item),NaN,"Appleways Soft Oatmeal Bars are made with All natural flavors, 8g of whole grains per bar, no preservatives and soft baked.  "
Java Me Up! Energy Bars - Mocha Almond (24 bars),47.74,($1.99 /  Bar),NaN,"All natural Java Me Up! Coffee-Fueled Energy bars combine the best of healthy snacking, high energy boosts, and ever-popular coffee. The newest and most innovative new entry to the energy, breakfast and nutrition bar market. Delicious, all natural taste. Anti-oxidants and energy from coffee that never spills.  "
"QKR11834 Quaker Granola Bars, Chewy Variety Pack, .84Oz Bar, 8/Box, 12 Boxes/Carton",62.4,($0.77 /  oz),NaN,"Keep hunger at bay with delicious, whole-grain Quaker Oats granola bars. They're a good source of fiber and calcium. 0 grams of trans fat. Food Type: Granola Bars; Flavor: Chewy Variety Pack: Chocolate Chunk, Oatmeal Raisin, Peanut Butter; Capacity (Wei  "
"Quest Bar Protein Bar, Chocolate Peanut Butter, 2.12 Ounce (Pack of 12)",27.9,($1.10 /  oz),19.1 x 11.1 x 5.5 inches ; 1.7 pounds,"QuestBars are the perfect nutrition bar for anyone looking to get top quality protein while dropping some carbs from their diet. They're as delicious and convenient as a candy bar, while maintaining all of the nutrition of a carefully prepared meal that's packed with fiber to make you feel full and to help with digestion and weight loss.  "
"FruitChia Raspberry Chia Bar - 20 Pack - All Natural / Real Fruit & Chia Seed Bar With Omega-3 Healthy, Tasty & Certified Gluten-Free, Vegan, Non-GMO & Kosher ALL FRUIT GROWN & Bar MADE IN THE USA, in our WA facilty!",29.99,($1.50 /  Item),5 x 1.8 x 0.3 inches ; 1.4 ounces,"3-4 TOTAL INGREDIENTS PER BAR! 2-3 are all natural/real fruit and the 3rd/4th is chia seeds - That's it! Vegan ~ Kosher & Gluten-Free Taste GREAT! 2 full servings of fruit per bar Low-Glycemic with the natural sugar of 1 fresh apple NO added ingredients, nothing artificial & no preservatives, period!  "
Skinny Girl on the Go Variety Pack -1.4oz Banana Oatmeal and Dark Chocolate Pretzel Bars (Pack of 10),25.0,($2.50 /  Item),NaN,"Made for the busy woman striving to maintain a healthy lifestyle, these tasty and nutritious bars are the perfect guilt-free treat for an afternoon snack.  "
Keebler Kellogg's Nutri-Grain Bars,14.72,($4.91 /  Item),NaN,"Nutri-Grain Cereal Bars offer a soft golden baked crust of wheat and whole-grain oats with a great-tasting fruit filling. Low-fat bars are calcium-enriched.  "
"Oskri Fruit Bars, Date, 1.2 Ounce (Pack of 30)",25.75,($0.72 /  oz),NaN,"Oskri fruit bars are 100% fruit delivering a great taste and healthy snack.  "
"Bobo's Oat Bars All Natural, Cinnamon Raisin, 3-Ounce Packages (Pack of 12)",31.0,($0.86 /  oz),NaN,"Bobo'S Oat Bar 12X 3 Oz All Natural Cinnamon Raisin Oat Bar Organic Rolled Oats, Earth Balance Soy And Vegetable Oils (100% Expeller-Pressed), Organic Brown Rice Syrup, Organic Sucanat (Cane Juice). Contains Soy And May Contain Traces Of Peanuts.:    (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
Nature Valley Oats & Choco Bites (126g),7.19,NaN,NaN,"Nature Valley Oats & Choco Bites (126g)  "
RICE KRISPIES TREATS CEREAL BARS ORIGINAL 16 CT,14.28,($0.89 /  BAR),NaN,"RICE KRISPIES TREATS CEREAL BARS ORIGINAL 16 CT  "
"GMCSN1512 - General Mills Nature Valley Granola Bars, Chewy Trail Mix, 1-1/5 oz., 16 Bars Per Box SN1512 / GMCSN1512",14.82,($0.43 /  oz),8 x 5.5 x 4 inches ; 1.5 pounds,"General Mills Nature Valley Granola Bars, Chewy Trail Mix, 1-1/5 oz., 16 Bars Per Box SN1512 / GMCSN1512  "
"Special K Nourish Lemon Twist Nutrition Snack Bar, 1.58 Ounce -- 60 per case.",80.95,($13.49 / 10 Items),NaN,"Looking for a little twist to your usual routine Look no further than the Special K Nourish Lemon Twist Nutrition Bars. With a hearty multi grain blend of quinoa, oats, wheat and barley, its a good source of protein and fiber*. Take all that goodness and combine it with real lemon and citrus zest and youve got a tasty treat that is anything but boring. Kosher View Nutrition Fact  "
"The Good Bean Fruit and No-Nut Bar, Apricot and Coconut, Gluten Free, 40-Gram (Pack of 10) ( Value Bulk Multi-pack)",66.89,($16.72 / 10 Items),NaN,"Save on The Good Bean Fruit & No-Nut Apricot Coconut Bar (10x40 GR). The Good Bean Fruit & No-Nut Apricot Coconut Bar is packed with whole roasted chickpeas, tart pieces of unsulphured apricot, toasted coconut and creamy white chocolate for a satisfying snack that is high in fiber, a good source of protein and has a lot less fat than the average fruit & nut bar! (Note: Description is informational only. Please read the full ingredients on the product before use. Please consult your health professional with any dietary or ingredient questions prior to use.)  "
Yu! Granola and Strawberry (5x22g),7.19,NaN,NaN,"Yu! Granola and Strawberry (5x22g)  "
"Simply Protein Mini Bars, Sweet and Salty Peanut Crunch .42 oz, 7 Count,  (Pack of 6)",30.93,($0.71 /  count),10.6 x 7.8 x 5.8 inches ; 1.1 pounds,"Simply Protein Mini Bars Sweet and Salty Peanut Crunch (7 Bars Per Pouch) - Our new bite-size protein bars for portion control. Similar to Quest bars but made without artificial sweeteners and sugar alcohols- Clif bars but with 2x the protein and 1/10 the sugarEach 50 calorie Simply Protein Mini Bar has 5g of protein, 2g of fiber and 0g of sugar. The perfect convenient snack for dieting, athletes, vegans, diabetics, and healthy eating. Our bars are gluten-free, all natural, vegan, kosher, low in fat and sugar, and all under 10 ingredients. Simply Protein is the wholesome way to feel fuller longer.  "
"Jumpstart Bodyfuel All Natural Wheat Free Energy Bars Variety Pack, 1.7 Ounce (Pack of 12)",24.55,($1.20 /  oz),NaN,"Jumpstart Bodyfuel nutrition bars are stirred by hand with spatulas and 4 foot long oars. Hand mixing is a lot of work, but makes a big difference in taste and texture. Mechanical mixers break down nutrients and turn ingredients into a flavorless pulp. This is why Jumpstart bars don't need to be fortified with synthetic vitamins and minerals, or artificial flavors. Our bars are good complex carbs that are absorbed slowly in the bloodstream. The benefit of this process is that it does not spike your production of insulin, therefore, you get sustained energy.  "
"Cascadian Farm Organic Graham Crunch Cereal, 9.6 Ounce",9.64,($0.99 /  oz),10.2 x 7.8 x 2 inches ; 9.6 ounces,"A delicious, new organic cereal from Cascadian farm. Organic whole grain squares lightly sprinkled with cinnamon and sugar.  "
"Paleo People Apple Crisp Granola, 5 Ounce",8.99,($1.71 /  oz),2 x 6 x 8 inches ; 5.4 ounces,"Paleo people apple crisp granola.  "
Alpen Strawberry With Yoghurt Cereal Bar 5X29g x 4,7.99,NaN,NaN,"Mixed cereal bars with apple, strawberry and a yogurt flavour coated base.

Nutrients are lost when grains are refined. That's why Alpen cereal bars use wholegrain flakes. These delicious, moist and chewy Alpen bars are suitable for any time of day and with six tempting flavours, you can have a different one every day of the week

It's only when you eat ALL of the grain that you get ALL of the goodness

Allergy Information
May Contain: Nuts  "
Sam Mills: Gluten Free Blueberry Granola Bars 5 Oz (6 Pack),35.86,($8.25 /  Item),NaN,"Looking for a delicious snack that's perfect for on-the-go? Try Sam Mills Gluten Free Granola Bars with multigrain flakes. These delightful granola bars are sure to give you that energy boost whenever you need it! Available in a variety of flavors: Chocolate Chip, Dark Chocolate, Fruit Mix, Trail Mix, Blueberry & Peanut Butter. Sam Mills Gluten Free Granola Bars - So Healthy & Tasty!  "
RBar Organic (Chocolate Fudge Brownie) - 10 Pack,,NaN,NaN,"We are a small, local, business based in Tucson, Arizona.  The idea for the RBar came from sharing these delicious snacks with local cyclists.  We soon realized that RBars were great for providing people with the fuel they needed to not only get through their high intensity physical activities but also their daily activities as well!  

RBars are all gluten free, dairy free, and USDA Certified Organic.  Every flavor of contains 7 ingredients or less; and they are all easily pronounceable.  Try one today!  "
"Small World Beauty Coco Berry Crisp Protein Bar, 2.0 oz.",3.0,NaN,NaN,"Smallworld beauty's Coco Berry Crisp is 2 ounces of delicious high protein that fits perfectly into your day! Bite into all your daily fruits, veggies and vitamins for the day.  Bite into all your daily fruits, veggies and vitamins for the day. Our new bar is diabetic friendly and made with gluten-free ingredients. You'll find this bar to be perfect if you're health conscious, looking to add more protein, fiber and vitamins to your diet, or even looking to sneak a healthy treat into your children's lunch box!  "
"Nature Valley Chewy Trail Mix Granola Bars, 1.2 oz bar, 16 per box",8.47,($0.82 /  Item),NaN,"Nature Valley Chewy Trail Mix Granola Bars  "
"Kellogg's Fruit Flavored Snacks Finding Nemo, 10-Count Box (Pack of 6)",28.56,NaN,NaN,"Kellogg's Fruit Flavored Snacks Finding Nemo  "
"Eas Nutrition Bar, Lean 15 Chocolate Mint, 1.76 oz (Pack of 12)",25.0,($2.08 /  Item),NaN,"EAS Nutrition Bar, Lean 15 Chocolate Mint, 1.76 Oz Pack of 12  "
Thunderbird Energetica Cherry Walnut Crunch + Cacao Hemp Walnut - Box of 15,89.99,NaN,NaN,"Our 100% soy free, dairy free, gluten free, no added sugar energy bars gives you the same clean burning fuel humans have enjoyed over the last 10,000 years. Our wrapper is 100% biodegradable and compostable leaving nothing behind.  "
"Raw Revolution Organic Live Food Bars, Spirulina Dream, 1.8-Ounce Bars (Pack of 12) ( Value Bulk Multi-pack)",42.48,($1.77 /  Item),NaN,"Raw Revolution Organic Live Food Bars, Spirulina Dream, 1.8-Ounce Bars (Pack of 12) ( Value Bulk Multi-pack)  "
"General Mills, Fiber One, Oats & Chocolate, Chewy Bars, 7oz Box (Pack of 4)",25.99,($6.79 /  Item),NaN,"General Mills, Fiber One, Oats & Chocolate, Chewy Bars, 7oz Box (Pack of 4)  "
"Sunridge Farms Organic Banana Chips, Crunchy, 12 Units 5 oz",57.25,NaN,NaN,"USDA Organic. Certified organic by QAI. Our SunRidge Farms Organic Dried Fruits: Are USDA organic, certified by QAI; Use no chemical fertilizers or pesticides in our growing methods; Contain no preservatives, artificial colors, flavors, or hydrogenated oils. SunRidge Farms Organic Dried Fruits are carefully chosen from premium orchards and vineyards throughout the world. We select only the finest grades and allow our fruits to fully sun ripen on the vines and trees before harvest whenever possible. The result is a ripe, delicious fruit with a unique, vintage bouquet of sweetness and flavor and all the nutritious that only Mother Nature can provide. (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.) 086700681190  "
"All Natural Zing Bars Cranberry Orange, 12 - 1.76 Ounce Bars",48.64,NaN,NaN,"Zing Bars  "
"Atkins Day Break Bars, 5 pk ( Multi-Pack)",81.91,($6.05 /  Item),NaN,"Atkins Nutritionals Atkins Day Break Bars, Peanut Butter Fudge Crisp 5 Bars  "
PowerBar High Protein Bar Dulce de Leche 12 - 3.17 oz (90 g) bars [2.38 lb (1.08 kg)],45.54,($1.24 /  oz),8.4 x 6.4 x 2.4 inches ; 2.6 pounds,"30g of Protein. Made with TRIsource protein and 3.5g Leucine a key driver of muscle growth. Supports muscle growth and helps reduce muscle breakdown: Protein plays an essential role in growth, maintenance and repair of muscles. Studies show that consuming protein before and after exercise helps build lean muscle and aids muscle recovery. ProteinPlus is the only protein bar made with Tri Source Protein, Powerbar's proprietary three protein blend. Trisource combines whey, soy and casein proteins which are absorbed by the body at different rates to deliver a steady supply of muscle building amino acids to support muscle growth and help reduce muscle breakdown. With leucine, the key amino acid for muscle building: Leucine has been shown in studies to serve a key a role in muscle protein synthesis. ProteinPlus with 30g of protein contains 3.5g of leucine, the essential amino acid that directly stimulates muscle protein synthesis.  "
Bioland Sunflower Seeds Bar - 30 Bars,72.99,($97.32 /  kg),NaN,"The Sunflower Seed has its origin in the Americas and expanded to the whole world due to its attributes for humans. It is used in great quantities for oil production and its grain spawn is rich in proteins, minerals, vitamins and fiber, making of it an important contributor for a health and natural feeding. Experts and nutritionists recommend it to be continuously consumed as an important food suplement. Even though most of sunflower farming use high levels of agrochemicals, this bar is made using only organic grains and ingredients from organic harvesting, pesticides free. Also, its process is free from aditives and artificial substances. Ingredients (organic certified): Organic sunflower seeds, organic brown rice syrup, organic cane syrup.  "
Sunbelt Bakery Fudge Dipped Coconut Chewy Ganola Bars 10 Ct [3 Pack],16.25,NaN,NaN,"A treat unlike any other granola bar, our Fudge Dipped Coconut Chewy Granola bar is sure to make any coconut lover smile.  "
"Clif Kid Organic Zfruit Strawberry Snack Bar, 0.7 Ounce -- 216 per case.",139.95,($6.48 / 10 Items),NaN,"A tangy twisted fruit rope that is perfect for a snack or in the lunchbox...so kids can keep zipping and zooming along. Fruity fruit punch twisted into a rope. Gluten Free No high fructose corn syrup No artificial flavors No synthetic preservatives Kosher, Organic, Vegan  "
"Belvita Breakfast Bar, Blueberry, 1.76 Ounce (Pack of 64)",98.99,($0.88 /  oz),NaN,"One of the unique benefits of belvita breakfast biscuits is the nutritious sustained energy they provide all morning long. The delicious, crunchy biscuits are made with a combination of grains that are carefully baked to release energy regularly and continuously to fuel your body throughout the morning.  "
"Kashi Blackberry Graham, 7.2-Ounce (Pack of 12)",55.99,NaN,NaN,"TLC®, Tasty Little Cereal Bars are baked up toasty and golden with a touch of natural sweetness and the goodness of 7 Whole Grains & Sesame. They're a tasty treat that the whole family will love!  "
Kellogg's Special K Biscuit Moments Blueberry (5x25g),7.19,NaN,NaN,"Kellogg's Special K Biscuit Moments Blueberry (5x25g)  "
Nature Valley Apple Crisp Granola Bars 8.9 oz (Pack of 12),78.35,($6.53 /  Item),NaN,"Nature Valley Apple Crisp Granola Bars 8.9 oz (Pack of 12)  "
"General Mills Nature Valley Granola Bars, Chewy Strawberry Yogurt, 1.2oz Bar, 16 Bars/Box",24.02,NaN,8 x 5.8 x 3.8 inches ; 1.4 pounds,"Energy from pure and natural ingredients brings together the goodness of whole grains and the nutritional benefits of calcium. Food Type: Cereal Bar; Flavor: Chewy Strawberry Yogurt; Capacity (Weight): 1.2 oz.  "
"Mrs. May's Crunch, Cran Blueberry, 2 Ounce (Pack of 12)",19.28,($0.80 /  oz),NaN,"Mrs. May's Naturals was founded in September of 2002 by brothers Augustine and Michael Kim, food industry entrepreneurs. The Kims' grew up eating their grandmother's irresistible snack, which soon became a neighborhood favorite. Using their grandmother's recipe, the Kims' launched the Mrs. May's snack line. While bringing you wholesome nuts and seeds snack for a healthier lifestyle, Mrs. May's wanted to add a little more colorful varieties to your snack choice. In 2007, our diligent and dedicated R&D team introduced Trio Bars (three nuts, three seeds and three fruits) and Fruit Chips. What makes Mrs. May's special is our commitment to make something good for your health that's also tasty and fun to eat. In 2010, Mrs. May's is taking your snacking experience to the whole new world with veggies! You can simply enjoy these veggies by eating Premium Crispy Veggies Chips that is full of nutritious vitamins and nutrients.  "
"Van's Natural Foods - Peanut Butter Chocolate Gluten Free Snack Bars (Whole Grain, Fiber & Nutrient-Rich), Get SIX Boxes and SAVE, Each Box has 5 Bars, which are 1.2 Oz (Pack of 6)",33.99,($6.01 /  Item),NaN,NaN
Quaker® Chewy Chocolate Chip Granola Bar (Case of 96),35.0,NaN,NaN,"1 oz in sealed package. Case of 120 packages.  "
"Clif Shot Energy Gel ""New Formula!""- 24 Pack",22.92,($0.90 /  oz),6.9 x 4.8 x 2.5 inches ; 2 pounds,"No more excuses. These energy gels are designed to sustain endurance (the all-natural way, of course) during training and competition. Each serving has crucial electrolytes, essential in metabolizing carbs and for proper muscle function.  All-natural ingredients -- Organic maltodextrin. No high fructose corn syrup. No preservatives. No names you can't pronounce. Just good ol' Mother Nature's finest.  Single serving: 32g; 100 calories  Filled with electrolytes like: sodium, potassium, and magnesium to prevent muscle cramps and fatigue  Flavors: Mocha w/ Caffeine, Vanilla, Razz, Chocolate, Strawberry w/ Caffeine, Mango, Double Expresso, Apple Pie  "
Kellogg's Special K Red Berries Cereal 14.7 oz,9.95,($0.26 /  oz),8 x 2.5 x 12 inches ; 1.1 pounds,"Per 1 Cup Serving: 110 Calories; 0g Sat Fat--0% DV; 190mg Sodium--8% DV; 9g Sugars. Special K® is here to help with your resolution goals at every part of the day. Whole Grain Stamp: 8g or more per serving. ®, TM, © 2012 Kellogg NA Co.  "
"Mulberry, Cacao + Spirulina Superfood Seedbar 12 Pack (1.8 Oz Ea)",34.0,($19.32 /  oz),NaN,"Raw, gluten free, dairy free nutrition bar. High in protein and fiber, loaded with omega-3s and omega-6s, for satisfaction and sustainable energy, as a snack or a meal on the go. 1.8 ounces each  "
"Kelloggs : Special K Cereal Bar, Strawberry;Blueberry, .81 oz, 12/Box -:- Sold as 1 BX",8.12,NaN,6.8 x 5.8 x 3.1 inches ; 1 pounds,"Cereal bar with fruit pieces and a yogurt flavor topping. Only 90 calories per bar.  "
"Wyler's Italian Ice, Berries and Cherries, 16 Count (Pack of 8)",40.75,($0.32 /  count),NaN,"Jel Sert is a leader in freezer bars, diet drinks, gelatins, puddings and frozen desserts.  "
"Clif : Clif Bar, Og3, Wht Chc Macd, 2.4 OZ",18.93,($0.55 /  oz),NaN,"CLIF BAR,OG3,WHT CHC MACD 2.4 OZ  "
Bakery On Main Cinnamon Raisin Fiber Granola 12 Oz (Pack of 6),47.3,NaN,NaN,"Made with certified gluten free oats and plump juicy raisins. Getting enough fiber can be hard on a gluten free diet, but starting your day with our delicious new Fiber Power gluten free granola can make it easier - with 9 grams of fiber per serving, you'll get about a third of the FDA's recommended daily fiber intake.  "
Kind Healthy Grains Granola Bars Dark Chocolate Chunk -- 3 Boxes,17.25,($0.27 /  oz),NaN,"... for your bodyOats. Quinoa. Millet. Amaranth. Buckwheat. Simple, right? This unique blend of super grains packs each KIND Healthy Grains bar with more than 1 full serving of whole grains, which provides fiber and protein. So grab the delicious snack that will help support the balanced diet you work hard for. ...for your taste budsLike all good things in life, we believe two is better than one. That's why the Dark Chocolate Chunk bar has twice the chocolate, made form whole grains coated with dark chocolate and real dark chocolate chunks. This perfectly chewy-with-a-crunch snack is both healthy and tasty. ... for your world.From the healthy snacks and foods KIND makes, to the way they work, live and give back, KIND is focused on making the world a little kinder. Each artisanal blend of whole grain clusters is gluten free, a good source of fiber, and can be enjoyed as a snack, over yogurt or with milk!  "
BumbleBar Energy Organic Sesame Bars Chocolate Crisp 12 (0.65 oz.) junior size bars per box,,NaN,NaN," BumbleBar Energy Organic Sesame Bars Chocolate Crisp 12 (0.65 oz.) junior size bars per box Features:   "
"Kind Plus Bars, Cranberry Almond Plus Antioxidants,  1.4 oz. Bars, 12 Count",21.3,($1.27 /  count),7 x 6 x 3 inches ; 1.2 pounds,"Ingredients you can see and pronounce. All natural. Gluten and wheat free. Low glycemic index (46). Good source of fiber. Non GMO. No trans fats. Dairy free. Very low sodium. No sulphur dioxide. No hydrogenated oils. Be kind to your body, your taste buds, and the world. Kind was founded on the principle of holistic kindness, and we pride ourselves on creating new paths that avoid false compromises. Instead of ""or"", we say ""and"". We choose both healthy and tasty, convenient and wholesome, economically sustainable and socially impactful. Our award-winning gram products and civic initiatives all stem from our desire to make this world a little kinder. In this spirit, we aspire for kind to be not just a great brand of health snacks and foods, but also a state of mind and a community. Will you join us?  "
"Van's Gluten Free Snack Bars, Blueberry, 7.05 Ounce (Pack of 2)",13.99,NaN,5 x 4 x 2 inches ; 14.1 ounces,"The only thing better than blueberries is, well, more blueberries-that's what we were thinking when we created them. So, we've added some to our new sandwich bars and paired them with creamy peanut butter (the real kind) with no trace of gluten makes them oh so good.  "
Alpen Strawberry and Yogurt Cereal Bar 29 G (Pack of 24),38.29,($55.01 /  kg),NaN,"Alpen Strawberry and Yogurt Cereal Bar 29 G (Pack of 24)  "
Raw Revolution - Organic Live Food Bar Raw Rev 100 Calorie Chocolate Coconut Bliss - 0.8 oz.,0.59,($0.37 /  oz),NaN,NaN
"Clif Shot Blok, Organic, Cran, 2.1 oz ( Value Bulk Multi-pack)",186.68,($25.93 / 10 Items),NaN,"95+% organic.  "
Nature Valley® Sweet & Salty Nut Peanut OF 1.2 oZ -48 BARS,24.85,($5.67 / 10 Items),NaN,"Nature Valley® Sweet & Salty Nut Peanut - 48 Ct./1.2g Specifications: Naturally flavored granola bar Dipped in peanut butter coating bursting with peanuts Labeled for individual resale Great for c-store and vending 30 bars PLEASE REVIEW TOTAL COST INCLUDING SHIPPING BEFORE PLACING YOUR ORDER  "
"Orchard Bars Blueberry, Pomegranate & Almond Bars, 1.4-Ounce Bar, 12-Count",25.98,($1.37 /  oz),5.8 x 1.5 x 0.5 inches ; 1.9 ounces,"All natural energy bars from fruits, nuts and seeds.  A good source of protein  and Omega 3.  No preservatives,60% Organic, Non-GMO, Vegan, Kosher, dairy free and Gluten-Free  "
"Nature Valley Trail Mix Whole Grain Chewey Granola Bars with Raisins, Almonds, Peanuts, Cranberries! (4 Pack)",24.9,($6.24 /  Item),NaN,"Nature Valley Trail Mix Whole Grain Chewey Granola Bars with raisins, almonds, peanuts and cranberries.  "
Quaker Chewy Granola Bars 48 Count Variety Pack,14.35,NaN,9 x 4 x 8 inches ; 2 pounds,"Quaker Chewy Granola Bars 48 Count Variety Pack has more chocolate chips, more peanut butter chips and graham pieces!  "
"General Mills, Fiber One, Chewy Bars, Oats and Caramel, 7oz Box (Pack of 6)",27.8,($4.33 /  Item),NaN,"General Mills, Fiber One, Chewy Bars, Oats and Caramel, 7oz Box (Pack of 6)  "
Granola Bar Pwrgrains Flax Che 6.2 OZ (Pack Of 12),,($6.67 /  Item),NaN,"Granola Bar Pwrgrains Flax Che 6.2 OZ (Pack Of 12)(Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)UPC: 891048001711 K  "
"Nature Valley, Crunchy Granola Bars, Pecan Crunch, 8.9oz Box (Pack of 4)",20.15,($4.99 /  Item),NaN,"Nature Valley, Crunchy Granola Bars, Pecan Crunch, 8.9oz Box (Pack of 4)  "
