@info
{
    "table":{
        "name":"gold",
        "description":"",
        "idAttrib":{
            "name":"pairId",
            "type":"INTEGER"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"pairId",
                "type":"INTEGER"
            },
            {
                "name":"tableA.id",
                "type":"INTEGER"
            },
            {
                "name":"tableB.id",
                "type":"INTEGER"
            },
            {
                "name":"tableA.title",
                "type":"TEXT"
            },
            {
                "name":"tableA.price",
                "type":"FLOAT"
            },
            {
                "name":"tableA.brand",
                "type":"TEXT"
            },
            {
                "name":"tableA.weight",
                "type":"TEXT"
            },
            {
                "name":"tableA.size",
                "type":"TEXT"
            },
            {
                "name":"tableB.title",
                "type":"TEXT"
            },
            {
                "name":"tableB.price",
                "type":"FLOAT"
            },
            {
                "name":"tableB.description",
                "type":"TEXT"
            },
            {
                "name":"tableB.variation_size",
                "type":"TEXT"
            },
            {
                "name":"tableB.size",
                "type":"TEXT"
            },
            {
                "name":"label",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairId:INTEGER,tableA.id:INTEGER,tableB.id:INTEGER,tableA.title:TEXT,tableA.price:FLOAT,tableA.brand:TEXT,tableA.weight:TEXT,tableA.size:TEXT,tableB.title:TEXT,tableB.price:FLOAT,tableB.description:TEXT,tableB.variation_size:TEXT,tableB.size:TEXT,label:INTEGER
14685002,3526,3377,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,quaker cereal bars  apple crisp 1.30 oz bars 8-count bars (pack of 6),20.02,quaker cereal bars,1.30,6.0,0
14685055,3526,3430,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path organic crunchy granola bars  peanut choco  7.05-ounce (pack of 6),26.34,nature's path organic,NA,6.0,0
14685518,3526,3893,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path organic crunchy granola bars  macaroon crunch  7.05-ounce (pack of 6),25.56,nature's path organic,NA,6.0,0
14685575,3526,3950,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,walden farms  drssng cf russian  12 oz (pack of 6),30.96,"walden farms ",12,6.0,0
14685675,3526,4050,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,gerber baby cereal  oatmeal  16 ounce (pack of 6),21.36,gerber baby cereal,16,6.0,0
14685767,3526,4142,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nutri-grain cereal bars  mixed berry  8-count bars (pack of 6),32.89,nutri-grain cereal bars,NA,6.0,0
14686348,3527,558,malt-o-meal cinnamon toasters cereal  24.3 oz,3.88,Malt-O-Meal,24.3,NA,glutino cereal apple cinnamon  gluten free 0. oz,19.18,glutino cereal apple,NA,NA,0
14697461,3529,3341,malt-o-meal honey nut scooters cereal  25.5 oz,3.98,Malt-O-Meal,25.5,NA,chex cereal  honey nut  13.8 oz,12.79,"chex cereal ",13.8,NA,0
14731223,3537,3783,two moms in the raw plain grain free cereal  14 oz  (pack of 6),64.0,2 MOMS IN THE RAW,14,6.0,two moms in the raw organic nut bar gluten free blueberry -- 2 oz,16.46,two moms in,2,NA,0
14736181,3539,411,kellogg's pop-tarts wildlicious frosted wild! cherry toaster pastries  8 count,1.98,POP-TARTS,NA,NA,kellogg's pop tarts new wildlicious frosted wild! berry 16 count,11.75,kellogg's pop tarts,NA,NA,0
14738241,3539,2471,kellogg's pop-tarts wildlicious frosted wild! cherry toaster pastries  8 count,1.98,POP-TARTS,NA,NA,kellogg's pop tarts new wildlicious frosted wild! cherry 8 count,6.95,kellogg's pop tarts,NA,NA,0
14750471,3542,2206,kellogg's pop-tarts gone nutty! peanut butter toaster pastries  6 count  10.5 oz,1.98,Kellogg's Poptarts,10.5,NA,nature valley crunchy peanut butter granola bars  1.5 oz  6 count,-1.0,nature valley crunchy,1.5,NA,0
14754304,3543,1874,price first frosted brown sugar cinnamon toaster pastries  6 count  11 oz,-1.0,Generic,11,NA,kellogg's pop tarts frosted brown sugar cinnamon  12 count (pack of 3),14.99,kellogg's pop tarts,NA,3.0,0
14773363,3548,108,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,* chewy yogurt granola bars  1.23 oz bar  blueberry  12/box  8 box/carton *,10.31,* chewy yogurt,1.23,NA,0
14773486,3548,231,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker peanut butter chewy dipps granola bars  6 bars,6.99,quaker peanut butter,NA,NA,0
14773674,3548,419,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars variety pack  reduced sugar  15.2 oz,14.52,quaker chewy granola,15.2,NA,0
14773752,3548,497,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,kashi trail mix chewy granola bars  18 count,38.73,kashi trail mix,NA,NA,0
14773908,3548,653,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy s'mores granola bars 6.72 oz (pack of 24),106.03,quaker chewy s'mores,6.72,24.0,0
14773958,3548,703,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy yogurt variety pack 30 granola bars 37oz (20 strawberry  10 blueberry),34.99,quaker chewy yogurt,37,NA,0
14773970,3548,715,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bar  s'mores  6.72 count (pack of 12),46.4,quaker chewy granola,NA,12.0,0
14774133,3548,878,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars  chocolate chip  18 count,4.49,quaker chewy granola,NA,NA,0
14774697,3548,1442,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,* chewy yogurt granola bars  1.23 oz bar  strawberry  12/box  8 box/carton *,10.31,* chewy yogurt,1.23,NA,0
14774908,3548,1653,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars 48 count variety pack,14.35,quaker chewy granola,NA,NA,0
14774975,3548,1720,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,udi's gluten free antioxidant granola bars  chocolate chip  5 count,24.14,udi's gluten free,NA,NA,0
14775242,3548,1987,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars variety pack  40.6 ounce,14.04,quaker chewy granola,40.6,NA,0
14775345,3548,2090,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy chocolate chip granola bars  0.84 oz  24 count,14.99,quaker chewy chocolate,0.84,NA,0
14775383,3548,2128,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars reduced sugar variety 6.72 oz (pack of 24),112.43,quaker chewy granola,6.72,24.0,0
14775468,3548,2213,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars 6.72 oz (pack of 24),112.43,quaker chewy granola,6.72,24.0,0
14775592,3548,2337,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker yogurt chewy granola bar  strawberry  6.1-ounce packages (pack of 6),23.26,quaker yogurt chewy,NA,6.0,0
14775827,3548,2572,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars variety pack 6.72 oz (pack of 24),106.03,quaker chewy granola,6.72,24.0,0
14775923,3548,2668,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy dipps chocolate chip granola bars -30 count,8.01,quaker chewy dipps,NA,NA,0
14776009,3548,2754,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker granola bars chewy chocolate chip 6.1 oz,6.75,quaker granola bars,6.1,NA,0
14776048,3548,2793,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker yogurt bars blueberry 5 count 4 pack,-1.0,quaker yogurt bars,NA,NA,0
14776239,3548,2984,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,great value chewy granola bars  18- 0.84 oz (24g),29.99,great value chewy,0.84,NA,0
14776279,3548,3024,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,cascadian farm organic peanut butter chip chewy granola bars  7.4 oz,10.19,cascadian farm organic,7.4,NA,0
14776362,3548,3107,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,great value chewy granola bars  6-1.23 oz (35g) each,4.99,great value chewy,1.23,NA,0
14776412,3548,3157,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,nature valley chewy granola bars; strawberry yogurt  1.5-oz.  16/box,75.96,nature valley chewy,NA,NA,0
14776565,3548,3310,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy dipps granola bars  caramel nut  6.52 oz,9.46,quaker chewy dipps,6.52,NA,0
14776572,3548,3317,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars caramel apple 8 count (pack of 2 boxes),16.99,quaker chewy granola,NA,2.0,0
14776602,3548,3347,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars  variety pack  0.84oz bars  18 count,3.74,quaker chewy granola,0.84,NA,0
14776691,3548,3436,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,cascadian farm chocolate chip organic chewy granola bars  7.4 oz,13.98,cascadian farm chocolate,7.4,NA,0
14776741,3548,3486,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy dipps chocolate chip granola bars  6.5 oz (pack of 12),65.57,quaker chewy dipps,6.5,12.0,0
14776864,3548,3609,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy granola bars sixty bar variety pack (.84 oz each),23.5,quaker chewy granola,84,NA,0
14776867,3548,3612,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,annie's chewy gluten free granola bars  double chocolate chip  0.98 oz bars  5 count,10.95,annie's chewy gluten,0.98,NA,0
14776945,3548,3690,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy chocolate chip granola bars 6.7 oz (pack of 12),66.15,quaker chewy chocolate,6.7,12.0,0
14776946,3548,3691,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,nature valley yogurt strawberry & vanilla variety pack chewy granola bars  1.2 oz  12 count,-1.0,nature valley yogurt,1.2,NA,0
14776969,3548,3714,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker yogurt strawberry granola bars 6.1 oz (pack of 24),112.43,quaker yogurt strawberry,6.1,24.0,0
14777106,3548,3851,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy 25% less sugar granola bars variety pack  0.84 oz  24 count,12.53,quaker chewy 25%,0.84,NA,0
14777291,3548,4036,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy yogurt strawberry granola bars 6.1 oz (pack of 12),68.67,quaker chewy yogurt,6.1,12.0,0
14777336,3548,4081,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy variety pack granola bars 6.7 oz (pack of 4),13.99,quaker chewy variety,6.7,4.0,0
14777366,3548,4111,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy strawberry yogurt granola bar  1.23 ounce -- 96 per case.,63.15,quaker chewy strawberry,1.23,NA,0
14777380,3548,4125,quaker chewy yogurt strawberry granola bars  1.23 oz  5 count,2.18,Quaker Chewy,1.23,NA,quaker chewy yogurt flavored coating blueberry granola bars 6.1 oz (pack of 24),112.43,quaker chewy yogurt,6.1,24.0,0
14779294,3549,1874,kellogg's pop-tarts frosted brown sugar cinnamon toaster pastries  14 oz,1.98,Kellogg's Poptarts,14,NA,kellogg's pop tarts frosted brown sugar cinnamon  12 count (pack of 3),14.99,kellogg's pop tarts,NA,3.0,0
14781088,3549,3668,kellogg's pop-tarts frosted brown sugar cinnamon toaster pastries  14 oz,1.98,Kellogg's Poptarts,14,NA,kellogg's special k pastry crisps  brown sugar cinnamon  4.4-ounce,7.0,kellogg's special k,NA,NA,0
14790824,3552,909,skinners cereal 13oz pack of 12,60.55,Skinner,13,12.0,2.50oz sc&onion pringles pack of 12,18.27,2.50oz sc&onion pringles,2.50,12.0,0
14791409,3552,1494,skinners cereal 13oz pack of 12,60.55,Skinner,13,12.0,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0,0
14813718,3557,2978,quaker maple & brown sugar instant oatmeal  1.69 oz,-1.0,Quaker Oatmeal,1.69,NA,quaker brown sugar oatmeal squares  2 pk,11.49,quaker brown sugar,NA,NA,0
14821834,3559,2764,dorsel's pinhead oat meal  32 oz  (pack of 6),14.4,Dorsel's,32,6.0,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0,0
14822107,3559,3037,dorsel's pinhead oat meal  32 oz  (pack of 6),14.4,Dorsel's,32,6.0,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0,0
14822173,3559,3103,dorsel's pinhead oat meal  32 oz  (pack of 6),14.4,Dorsel's,32,6.0,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0,0
14823020,3559,3950,dorsel's pinhead oat meal  32 oz  (pack of 6),14.4,Dorsel's,32,6.0,walden farms  drssng cf russian  12 oz (pack of 6),30.96,"walden farms ",12,6.0,0
14824683,3560,1448,bob's red mill rolled oats quick cereal  16 oz (pack of 4),9.97,Bob's Red Mill,16,4.0,bob's red mill honey oat  gluten free 12 oz (pack of 4),25.42,bob's red mill,12,4.0,0
14826891,3560,3656,bob's red mill rolled oats quick cereal  16 oz (pack of 4),9.97,Bob's Red Mill,16,4.0,bob's red mill apple blueberry  gluten free 12 oz (pack of 4),25.81,bob's red mill,12,4.0,0
14832474,3562,909,enjoy life cereal 9oz pack of 12,56.54,Enjoy Life,9,12.0,2.50oz sc&onion pringles pack of 12,18.27,2.50oz sc&onion pringles,2.50,12.0,0
14833059,3562,1494,enjoy life cereal 9oz pack of 12,56.54,Enjoy Life,9,12.0,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0,0
14844085,3565,25,new england naturals granola with superfruit berries & vanilla  12 oz (pack of 6),33.44,New England Naturals,12,6.0,kind healthy grains granola bars oats & honey with toasted coconut  5/1.2 oz (pack of 8),34.99,kind healthy grains,1.2,8.0,0
14852428,3567,38,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,quaker breakfast cookies oatmeal raisin  6-count boxes 10.1-ounces  (pack of 6),18.54,quaker breakfast cookies,NA,6.0,0
14852795,3567,405,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,annie's organic peanutty granola bars 6.9 oz (pack of 6),33.35,annie's organic peanutty,6.9,6.0,0
14853161,3567,771,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,quaker chewy granola bar low fat oatmeal raisin  8-count boxes (pack of 12),47.73,quaker chewy granola,NA,12.0,0
14853179,3567,789,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,quaker chewy granola bar  variety pack  8-count (pack of 6),14.64,quaker chewy granola,NA,6.0,0
14853187,3567,797,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,mysupersnack soft granola bites  apple raisin  1.41 ounce (pack of 6),15.69,mysupersnack soft granola,1.41,6.0,0
14853805,3567,1415,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,gerber cereal  oatmeal single grain  16-ounce boxes (pack of 6),42.0,"gerber cereal ",NA,6.0,0
14854032,3567,1642,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,0
14854574,3567,2184,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,clif oatmeal raisin walnut bar 68 g (pack of 6),15.99,clif oatmeal raisin,NA,6.0,0
14854678,3567,2288,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,quaker warm & crunchy granola cranberry almond 13.5 oz (pack of 6),51.53,quaker warm &,13.5,6.0,0
14855154,3567,2764,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0,0
14855233,3567,2843,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,18 rabbits organic veritas granola 12 oz. (pack of 6),67.23,18 rabbits organic,12,6.0,0
14855362,3567,2972,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,nature valley granola thins  10 bars (pack of 6),9.44,nature valley granola,NA,6.0,0
14855427,3567,3037,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0,0
14855435,3567,3045,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,ratio protein bars  granola  2.33 ounce (pack of 6),32.4,ratio protein bars,2.33,6.0,0
14855481,3567,3091,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,annie's homegrown berry berry granola bar 6.9 oz (pack of 6),27.95,annie's homegrown berry,6.9,6.0,0
14855493,3567,3103,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0,0
14855511,3567,3121,erin baker's homestyle oatmeal raisin granola  12 oz (pack of 6),26.54,Erin Baker's,12,6.0,granola bar og2 trail mi 6.2 oz (pack of 6),38.01,granola bar og2,6.2,6.0,0
