@info
{
    "table":{
        "name":"TableA_skd",
        "description":"",
        "idAttrib":{
            "name":"filename",
            "type":"TEXT"
        },
        "projectName":"el_325_skd",
        "attributes":[
            {
                "name":"filename",
                "type":"TEXT"
            },
            {
                "name":"book_name",
                "type":"TEXT"
            },
            {
                "name":"contributors",
                "type":"TEXT"
            },
            {
                "name":"Hardcover",
                "type":"TEXT"
            },
            {
                "name":"Paperback",
                "type":"TEXT"
            },
            {
                "name":"NOOK Book",
                "type":"TEXT"
            },
            {
                "name":"Audiobook",
                "type":"TEXT"
            },
            {
                "name":"ISBN-13",
                "type":"TEXT"
            },
            {
                "name":"Series",
                "type":"TEXT"
            },
            {
                "name":"Publisher",
                "type":"TEXT"
            },
            {
                "name":"Publication Date",
                "type":"TEXT"
            },
            {
                "name":"Sales rank",
                "type":"TEXT"
            },
            {
                "name":"Pages",
                "type":"TEXT"
            },
            {
                "name":"Product dimensions",
                "type":"TEXT"
            }
        ]
    }
}

@data
filename:TEXT,book_name:TEXT,contributors:TEXT,Hardcover:TEXT,Paperback:TEXT,NOOK Book:TEXT,Audiobook:TEXT,ISBN-13:TEXT,Series:TEXT,Publisher:TEXT,Publication Date:TEXT,Sales rank:TEXT,Pages:TEXT,Product dimensions:TEXT
5991.html,Word 2013 on Demand,Steve Johnson# Perspection Inc.,,$29.99,$13.99,,9780789750501,On Demand Series,Que,,"864,827",560,7.40(w) x 9.00(h) x 0.80(d)
5992.html,Linux Firewalls: Enhancing Security with nftables and Beyond,Steve Suehring,,$40.13,$34.49,,9780134000022,,Addison-Wesley,,"864,899",432,6.90(w) x 9.00(h) x 1.20(d)
5993.html,"Data Structures and Algorithm Analysis in Java, 3rd Edition",Clifford A. Shaffer,,$20.85,$16.49,,9780486485812,Dover Books on Computer Science Series,Dover Publications,,"864,922",608,7.00(w) x 9.90(h) x 1.40(d)
5994.html,iMac Portable Genius,Guy Hart-Davis,,$25.00,$12.99,,9781118420638,Portable Genius Series,Wiley,,"864,937",448,6.00(w) x 8.90(h) x 0.90(d)
5995.html,Digital Close-Up Photography Q&A;: Great Tips and Hints from a Top Pro,Paul Harcourt Davies,,,,,9781600598999,,Pixiq,,"864,953",144,8.50(w) x 9.90(h) x 0.60(d)
5996.html,SharePoint 2013 Field Guide: Advice from the Consulting Trenches,Errin O'Connor,,$31.66,$23.49,,9780789751195,,Sams,,"865,031",800,6.90(w) x 8.70(h) x 1.50(d)
5997.html,Vi and Vim Editors Pocket Reference: Support for Every Text Editing Task,Arnold Robbins,,$11.89,$6.99,,9781449392178,,"O'Reilly Media, Incorporated",,"865,128",85,4.10(w) x 6.80(h) x 0.40(d)
5998.html,Cloud Computing Design Patterns,Thomas Erl,$40.13,,$34.49,,9780133858563,Prentice Hall Service Technology Series from Thomas Erl Series,Prentice Hall,,"865,299",592,7.20(w) x 9.20(h) x 1.40(d)
5999.html,Programming the BeagleBone Black: Getting Started with JavaScript and BoneScript,Simon Monk,,$11.08,$9.99,,9780071832120,,McGraw-Hill Professional Publishing,,"865,542",216,5.90(w) x 8.90(h) x 0.60(d)
6000.html,Essential System Administration Pocket Reference,leen Frisch,,$9.95,$4.99,,9780596004491,Pocket Administrator Series,"O'Reilly Media, Incorporated",,"865,752",146,4.92(w) x 6.52(h) x 0.39(d)
6001.html,Speaking JavaScript,Axel Rauschmayer,,$39.51,$24.99,,9781449365035,,"O'Reilly Media, Incorporated",,"865,771",460,7.00(w) x 9.00(h) x 1.00(d)
6002.html,Data Algorithms: Recipes for Scaling Up with Hadoop and Spark,Mahmoud Parsian,,$56.81,$34.99,,9781491906187,,"O'Reilly Media, Incorporated",,"865,817",778,5.00(w) x 12.00(h) x 3.80(d)
6003.html,Fixing Your Computer Absolute Beginner's Guide,Paul McFedries,,$18.06,$11.99,,9780789751225,Absolute Beginner's Guide Series,Que,,"866,084",319,5.90(w) x 8.90(h) x 1.90(d)
6004.html,Digital Painting for the Complete Beginner,Carlyn Beccia,,$16.97,,,9780823099368,,Potter/Ten Speed/Harmony,,"866,188",160,8.20(w) x 9.20(h) x 0.60(d)
6005.html,Programming in Go: Creating Applications for the 21st Century / Edition 1,Mark Summerfield,,$28.71,$28.79,,9780321774637,Developer's Library Series,Addison-Wesley,,"866,245",480,6.90(w) x 8.90(h) x 1.20(d)
6006.html,WordPress In Depth,Bud E. Smith# Michael McCallister,,$27.95,$15.49,,9780789741073,In Depth Series,Que,,"866,377",600,7.00(w) x 9.00(h) x 1.10(d)
6007.html,Content Chemistry: An Illustrated Handbook for Content Marketing,Andy Crestodina,,$19.99,$5.99,,9780988336438,,"Orbit Media Studios, Inc",,"866,492",112,8.50(w) x 9.83(h) x 0.33(d)
6008.html,PMP Training Kit,Sean Whitaker# Leonard Weekley,,,,,9780735657809,,Microsoft Press,,"866,529",544,7.30(w) x 8.90(h) x 1.30(d)
6009.html,Pragmatic Guide to Git,Travis Swicegood,,$15.74,,,9781934356722,,"Pragmatic Programmers, LLC, The",,"866,538",160,6.00(w) x 8.90(h) x 0.60(d)
6010.html,Javascript Web Applications,Alex MacCaw,,$21.81,$15.49,,9781449303518,,"O'Reilly Media, Incorporated",,"866,628",276,6.90(w) x 9.10(h) x 0.70(d)
6011.html,PowerPivot Alchemy,Bill Jelen# Rob Collie,,$22.03,$11.99,,9781615470211,,Holy Macro! Books,,"866,644",223,8.10(w) x 10.70(h) x 0.60(d)
6012.html,MySQL in a Nutshell,Russell J.T. Dyer,,$26.55,$16.49,,9780596514334,In a Nutshell (O'Reilly) Series,"O'Reilly Media, Incorporated",,"866,840",545,6.00(w) x 9.00(h) x 1.14(d)
6013.html,The Landscape Photography Field Guide,Carl Heilman II,,$14.35,$12.99,,9780240819228,Field Guide Series,Taylor & Francis,,"866,945",192,6.10(w) x 4.50(h) x 0.50(d)
6014.html,Teach Yourself VISUALLY PCs,Elaine Marmel,,$23.85,$15.99,,9780470888469,Teach Yourself VISUALLY (Tech) Series,Wiley,,"867,154",352,7.30(w) x 9.10(h) x 0.90(d)
6015.html,jQuery Mobile: Up and Running,Maximiliano Firtman,,$21.49,$16.49,,9781449397654,,"O'Reilly Media, Incorporated",,"867,356",272,6.90(w) x 9.10(h) x 0.60(d)
6016.html,Predictive Analytics and Data Mining: Concepts and Practice with RapidMiner,Vijay Kotu# Bala Deshpande,,$49.71,$46.99,,9780128014608,,Elsevier Science,,"867,551",446,7.50(w) x 9.20(h) x 0.90(d)
6017.html,Professional CUDA C Programming,John Cheng# Max Grossman# Ty McKercher,,$47.26,$34.49,,9781118739327,,Wiley,,"867,564",528,7.30(w) x 9.20(h) x 1.00(d)
6018.html,Bioinformatics For Dummies,Jean-Michel Claverie# Cedric Notredame,,$23.28,$17.99,,9780470089859,For Dummies Series,Wiley,,"867,646",456,7.40(w) x 9.20(h) x 0.90(d)
6019.html,Premiere Pro CC Digital Classroom,Jerron Smith# AGI Creative Team,,$31.45,$25.99,,9781118639603,Digital Classroom Series,Wiley,,"867,655",384,7.40(w) x 9.00(h) x 1.00(d)
6020.html,Product Design for the Web: Principles of Designing and Releasing Web Products,Randy J. Hunt,,$25.80,$16.49,,9780321929037,,New Riders,,"867,745",224,6.00(w) x 8.90(h) x 0.80(d)
6021.html,Embedded Programming with Android: Bringing Up an Android System from Scratch,Roger Ye,,$35.81,$27.99,,9780134030005,Android Deep Dive Series,Addison-Wesley,,"867,816",400,7.00(w) x 8.90(h) x 1.00(d)
6022.html,Sams Teach Yourself XML in 24 Hours (Sams Teach Yourself Series) / Edition 3,Michael Morrison,,$22.73,,,9780672327971,Sams Teach Yourself Series,Sams,,"867,854",562,6.95(w) x 9.10(h) x 1.30(d)
6023.html,"Social Media Marketing: Strategies for Engaging in Facebook, Twitter and Other Social Media",Liana Evans,,$18.21,$11.49,,9780789742841,Que Biz-Tech Series,Que,,"867,872",342,5.90(w) x 8.80(h) x 0.90(d)
6024.html,Outlook 2007 For Dummies,Bill Dyszel,,$18.05,$12.99,,9780470038307,For Dummies Series,Wiley,,"867,883",384,7.40(w) x 9.20(h) x 0.80(d)
6025.html,Magic Lantern Guides: Nikon D300/D700 Multimedia Workshop,Lark Books,,,,,9781600595707,Magic Lantern Guides Series,Lark Books NC,,"867,967",64,6.30(w) x 9.30(h) x 0.60(d)
6026.html,10 PRINT CHR$(205.5+RND(1)); : GOTO 10,Nick Montfort# Patsy Baudoin# John Bell# Ian Bogost,$30.17,$17.64,$11.49,,9780262526746,Software Studies,MIT Press,,"868,025",328,
6027.html,Digital Photo Madness!: 50 Weird & Wacky Things to Do with Your Digital Camera,Thom Gaines, ,$8.83,,,9781600596339,,Lark Books NC,,"868,054",128,
6028.html,A Year with Minecraft: Behind the Scenes at Mojang,Thomas Arnroth,,,,,9781770412194,,ECW Press,,"868,105",216,what's this?
6029.html,"Fundamentals of Machine Learning for Predictive Data Analytics: Algorithms, Worked Examples, and Case Studies",John D. Kelleher# Brian Mac Namee# Aoife D'Arcy,$70.00,,$60.49,,9780262029445,,MIT Press,,"868,122",624,
6030.html,A Practical Guide to SysML: The Systems Modeling Language,Sanford Friedenthal# Alan Moore# Rick Steiner,,$50.37,$44.96,,9780128002025,MK/OMG Press Series,Elsevier Science,,"868,191",630,7.50(w) x 9.20(h) x 1.30(d)
6031.html,Security Interviews Exposed: Secrets to Landing Your Next Information Security Job,Chris Butler# Russ Rogers# Mason Ferratt# Greg Miles,,,,,9780471779872,,Wiley,,"868,259",244,7.41(w) x 9.20(h) x 0.50(d)
6032.html,The Java EE 7 Tutorial: Volume 1,Eric Jendrock# Ian Evans# Devika Gollapudi# Kim Haase,,$42.24,$34.49,,9780321994929,Java Series,Addison-Wesley,,"868,458",696,7.40(w) x 9.10(h) x 1.60(d)
6033.html,SOA with Java: Realizing Service-Orientation with Java Technologies / Edition 1,Thomas Erl# Andre Tost# Satadru Roy# Philip Thomas,$28.71,,$28.79,,9780133859034,Prentice Hall Service Technology Series from Thomas Erl Series,Prentice Hall,,"868,629",300,6.90(w) x 9.30(h) x 1.40(d)
6034.html,C++ in a Nutshell,Ray Lischner,,$25.30,$17.99,,9780596002985,In a Nutshell (O'Reilly) Series,"O'Reilly Media, Incorporated",,"868,647",810,6.00(w) x 9.00(h) x 1.40(d)
6035.html,"Testing Python: Applying Unit Testing, TDD, BDD and Acceptance Testing",David Sale,,$31.78,$26.99,,9781118901229,,Wiley,,"868,730",240,7.40(w) x 9.10(h) x 0.40(d)
6036.html,Microsoft Surface: Visual QuickStart Guide,Joni Blecher,,$19.37,$11.99,,9780321887320,,Peachpit Press,,"868,846",241,7.12(w) x 8.82(h) x 0.52(d)
6037.html,Microsoft Windows 7: Visual QuickStart Guide,Chris Fehily,,$23.14,$13.99,,9780321646866,Visual QuickStart Guide Series,Peachpit Press,,"869,029",559,7.00(w) x 8.90(h) x 1.20(d)
6038.html,HTML5 & CSS3 For The Real World,Alexis Goldstein# Louis Lazaris# Estelle Weyl,,$24.55,$15.99,,9780987467485,,"SitePoint Pty, Limited",,"869,118",350,6.90(w) x 9.10(h) x 0.90(d)
6039.html,Effective Ruby: 48 Specific Ways to Write Better Ruby,Peter J. Jones,,$36.06,$27.99,,9780133846973,Effective Software Development Series,Addison-Wesley,,"869,174",240,7.00(w) x 9.00(h) x 0.60(d)
6040.html,This Is Strobist Info: Your Setup Guide to Flash Photography,Dustin Diaz,,$18.20,$13.99,,9780321803542,,Peachpit Press,,"869,181",123,9.90(w) x 7.90(h) x 0.50(d)
6041.html,The Non-Designer's Illustrator Book,Robin Williams# John Tollett,,$25.80,$16.49,,9780321772879,"Non-Designer""s Series",Peachpit Press,,"869,324",240,6.90(w) x 9.90(h) x 0.60(d)
6042.html,Apache Hadoop YARN: Moving beyond MapReduce and Batch Processing with Apache Hadoop 2,Arun Murthy# Vinod Vavilapalli# Doug Eadline# Joseph Niemiec,,$34.02,$25.59,,9780321934505,Addison-Wesley Data & Analytics Series,Addison-Wesley,,"869,354",336,6.90(w) x 9.00(h) x 0.90(d)
6043.html,Inside Relational Databases with Examples in Access / Edition 1,Mark Whitehorn# Bill Marklyn,,$35.27,,,9781846283949,,Springer London,,"869,525",372,7.14(w) x 9.24(h) x 0.95(d)
6044.html,Linux Essentials,Christine Bresnahan# Richard Blum,,$23.72,$20.99,,9781119092063,,Wiley,,"869,571",360,7.30(w) x 9.10(h) x 0.80(d)
6045.html,FISMA Compliance Handbook: Second Edition / Edition 2,Laura P. Taylor,,$58.75,$52.46,,9780124058712,,Elsevier Science,,"869,654",350,7.40(w) x 9.10(h) x 1.00(d)
6046.html,Designing Web and Mobile Graphics: Fundamental concepts for web and interactive projects,Christopher Schmitt,,$29.50,$20.99,,9780321858542,,New Riders,,"872,301",299,8.50(w) x 9.20(h) x 0.60(d)
6047.html,Pro jQuery 2.0,Adam Freeman,,$51.53,$38.99,,9781430263883,,Apress,,"872,366",1044,7.50(w) x 9.10(h) x 2.30(d)
6048.html,Professional Linux Kernel Architecture / Edition 1,Wolfgang Mauerer,,$31.32,$31.49,,9780470343432,Wrox Professional Guides Series,Wiley,,"872,429",1368,7.40(w) x 9.20(h) x 2.50(d)
6049.html,CCNA Voice Portable Command Guide,Robert M. Cannistra# Michael E. Scheuing,,$21.23,$16.49,,9781587204425,Portable Command Guide Series,Cisco Press,,"872,436",264,5.90(w) x 8.90(h) x 0.60(d)
6050.html,12 More Essential Skills for Software Architects,Dave Hendricksen,,$36.10,$27.99,,9780321909473,,Addison-Wesley,,"872,444",336,7.00(w) x 9.00(h) x 0.80(d)
6051.html,"The Policy Driven Data Center with ACI: Architecture, Concepts, and Methodology",Lucien Avramov# Maurizio Portolani,,$56.71,$48.49,,9781587144905,Networking Technology Series,Cisco Press,,"872,454",384,7.30(w) x 9.00(h) x 1.00(d)
6052.html,Java EE 7: The Big Picture,Dr. Danny Coward,,$37.28,$28.99,,9780071837347,,McGraw-Hill Professional Publishing,,"872,457",512,7.30(w) x 9.00(h) x 1.10(d)
6053.html,HTML5 24-Hour Trainer,Joseph W. Lowery# Mark Fletcher,,$25.58,$22.99,,9780470647820,,Wiley,,"872,462",336,7.30(w) x 9.10(h) x 0.80(d)
6054.html,Learning iOS Design: A Hands-On Guide for Programmers and Designers / Edition 1,William Van Hecke,,$22.97,$19.99,,9780321887498,Learning Series,Addison-Wesley,,"872,481",317,6.90(w) x 8.90(h) x 0.70(d)
6055.html,"Shell Scripting: Expert Recipes for Linux, Bash and more",Steve Parker,,$39.65,$25.99,,9781118024485,,Wiley,,"872,542",600,7.30(w) x 9.20(h) x 1.20(d)
6056.html,Efficient Android Threading: Asynchronous Processing Techniques for Android Applications,Anders Goransson,,$39.90,$24.99,,9781449364137,,"O'Reilly Media, Incorporated",,"872,640",280,6.90(w) x 9.10(h) x 0.50(d)
6057.html,HTML5 Hacks,Jesse Cravens# Jeff Burtoft,,$26.67,$16.49,,9781449334994,,"O'Reilly Media, Incorporated",,"872,641",500,5.90(w) x 8.90(h) x 1.20(d)
6058.html,A Game Design Vocabulary: Exploring the Foundational Principles Behind Good Game Design / Edition 1,Anna Anthropy# Naomi Clark,,$22.82,$24.49,,9780321886927,Game Design/Usability Series,Addison-Wesley,,"872,655",240,7.00(w) x 8.90(h) x 0.50(d)
6059.html,Puzzles for Programmers and Pros,Dennis Shasha,,$19.50,,,9780470121689,,Wiley,,"872,870",240,6.10(w) x 9.00(h) x 0.50(d)
6060.html,Sams Teach Yourself YouTube in 10 Minutes (Sams Teach Yourself Series),Michael Miller,,$14.09,$6.99,,9780672330865,Sams Teach Yourself Series,Sams,,"872,922",194,5.35(w) x 8.26(h) x 0.63(d)
6061.html,Bulletproof Web Design: Improving Flexibility and Protecting against Worst-Case Scenarios with HTML5 and CSS3,Dan Cederholm,,$35.79,$19.99,,9780321808356,Voices That Matter Series,New Riders,,"872,938",299,7.50(w) x 8.90(h) x 0.70(d)
6062.html,SharePoint Designer 2010 Unleashed,Kathy Hughes,,$38.15,$27.99,,9780672331053,Unleashed Series,Sams,,"872,995",1608,6.90(w) x 8.90(h) x 2.20(d)
6063.html,Beautiful Code,Andy Oram,,$39.31,$19.99,,9780596510046,Theory in Practice (O'Reilly) Series,"O'Reilly Media, Incorporated",,"873,190",620,7.10(w) x 9.16(h) x 1.41(d)
6064.html,The Definitive Guide to Django: Web Development Done Right,Adrian Holovaty# Jacob Kaplan-Moss,,$27.56,,,9781430219361,,Apress,,"873,231",536,7.00(w) x 9.00(h) x 1.50(d)
6065.html,Using Drupal / Edition 2,Angela Byron# Addison Berry# Bruno De Bondt,,$31.49,$19.99,,9781449390525,,"O'Reilly Media, Incorporated",,"873,277",494,6.90(w) x 9.10(h) x 1.00(d)
6066.html,Your Project Management Coach: Best Practices for Managing Projects in the Real World,Bonnie Biafore# Teresa Stover,,$35.68,$25.99,,9781118144244,,Wiley,,"873,348",504,7.40(w) x 9.20(h) x 1.20(d)
6067.html,Sams Teach Yourself Drupal in 24 Hours,Jesse Feiler,,$26.55,$16.49,,9780672331268,Sams Teach Yourself Series,Sams,,"873,402",440,6.90(w) x 9.00(h) x 1.00(d)
6068.html,How to Do Just About Anything on a Computer: Microsoft Windows 7,Editors of Reader's Digest,,,,,9781606523384,,"Reader's Digest Association, Incorporated, The",,"873,409",384,
6069.html,jQuery: Novice to Ninja,Earle Castledine# Craig Sharkie,,$26.43,$15.99,,9780987153012,,"SitePoint Pty, Limited",,"873,543",480,7.00(w) x 8.90(h) x 1.10(d)
6070.html,Language Implementation Patterns: Create Your Own Domain-Specific and General Programming Languages,Terence Parr,,$22.41,,,9781934356456,,"Pragmatic Programmers, LLC, The",,"873,549",350,7.40(w) x 8.90(h) x 0.90(d)
6071.html,PHP and MySQL Phrasebook / Edition 1,Christian Wenz,,$22.66,$13.49,,9780321834638,Developer's Library Series,Addison-Wesley,,"873,608",360,4.50(w) x 6.90(h) x 0.80(d)
6072.html,Canon EOS Rebel T4i/650D For Dummies,Julie Adair King,,$21.66,$15.99,,9781118335970,For Dummies Series,Wiley,,"873,634",416,7.30(w) x 9.10(h) x 0.80(d)
6073.html,Microsoft SharePoint 2007 For Dummies,Vanessa L. Williams,,$22.09,$16.99,,9780470099414,For Dummies Series,Wiley,,"873,655",460,9.14(w) x 7.44(h) x 0.96(d)
6074.html,Windows Server 2012: Up and Running,Samara Lynn,,$32.64,$24.99,,9781449320751,,"O'Reilly Media, Incorporated",,"873,658",258,7.00(w) x 9.10(h) x 0.30(d)
6075.html,Hackers and Painters: Big Ideas from the Computer Age,Paul Graham, ,$14.49,$10.49,,9781449389550,,"O'Reilly Media, Incorporated",,"873,684",258,5.50(w) x 8.40(h) x 0.80(d)
6076.html,The Game Maker's Companion,Jacob Habgood# Nana Nielsen# Kevin Crossley# Martin Rijks,,$29.39,$25.99,,9781430228264,,Apress,,"873,754",440,9.34(w) x 11.28(h) x 1.05(d)
6077.html,Sams Teach Yourself Unix in 10 Minutes,Robert Shimonski,,$19.99,,,9780672327643,Sams Teach Yourself Series,Sams,,"873,787",256,5.48(w) x 8.20(h) x 0.55(d)
6078.html,The Magic of Digital Landscape Photography,Rob Sheppard,,,,,9781600595165,,Lark Books NC,,"873,841",224,8.30(w) x 10.90(h) x 0.90(d)
6079.html,Learning jQuery: A Hands-on Guide to Building Rich Interactive Web Front Ends / Edition 1,Ralph Steyer,,$20.86,$17.99,,9780321815262,Learning Series,Addison-Wesley,,"873,935",495,6.90(w) x 8.90(h) x 1.20(d)
6080.html,Identity Theft For Dummies,Michael J. Arata,,$15.75,$12.49,,9780470565216,For Dummies Series,Wiley,,"873,973",288,7.30(w) x 9.30(h) x 0.70(d)
6081.html,Windows 7 Para Dummies,Andy Rathbone,,$24.11,$13.99,,9780470523995,For Dummies Series,Wiley,,"873,982",504,7.30(w) x 9.10(h) x 1.20(d)
6082.html,Breaking Into the Game Industry: Advice for a Successful Career from Those Who Have Done It / Edition 1,Brenda Brathwaite,,$18.05,,,9781435458048,,Cengage Learning,,"874,027",304,7.20(w) x 9.00(h) x 0.60(d)
6083.html,Programming Chrome Apps,Marc Rochkind,,$37.53,$18.99,,9781491904282,,"O'Reilly Media, Incorporated",,"874,125",274,6.90(w) x 9.10(h) x 0.70(d)
6084.html,"Realm of Racket: Learn to Program, One Game at a Time!",Matthias Felleisen# Conrad Barski# David Van Horn# Eight Students of Northeastern University,,$28.99,$17.99,,9781593274917,,"No Starch Press San Francisco, CA",,"874,256",312,6.90(w) x 9.10(h) x 1.00(d)
6085.html,"Getting Started in 3D with Maya: Create a Project from Start to Finish-Model, Texture, Rig, Animate, and Render in Maya",Adam Watkins,,$32.78,$40.49,,9780240820422,,Taylor & Francis,,"874,280",448,7.40(w) x 9.60(h) x 1.10(d)
6086.html,"Video Nation: A DIY guide to planning, shooting, and sharing great video from USA Today's Talking Tech host",Jefferson Graham,,$29.99,$13.99,,9780321832870,,Peachpit Press,,"874,383",256,7.30(w) x 9.00(h) x 0.50(d)
6087.html,Game Programming Algorithms and Techniques: A Platform-Agnostic Approach / Edition 1,Sanjay Madhav,,$38.70,$38.39,,9780321940155,,Addison-Wesley,,"874,400",352,6.90(w) x 8.90(h) x 0.80(d)
6088.html,Illustrator CS5 for Windows and Macintosh: Visual QuickStart Guide,Elaine Weinmann# Peter Lourekas,,$23.93,$16.49,,9780321706614,Visual QuickStart Guide Series,Peachpit Press,,"874,438",453,7.00(w) x 8.90(h) x 0.80(d)
6089.html,Professional Android Wearables,David Cuartielles Ruiz# Andreas Goransson,,$29.32,$25.99,,9781118986851,,Wiley,,"874,502",240,7.30(w) x 9.20(h) x 0.60(d)
6090.html,Magic Lantern Guides®: Canon EOS 7D Multimedia Workshop,Lark Books,,,,,,,,,,,
6091.html,Parallel and Concurrent Programming in Haskell,Simon Marlow,,$38.93,$22.49,,9781449335946,,"O'Reilly Media, Incorporated",,"874,626",322,7.00(w) x 9.10(h) x 0.90(d)
6092.html,"Virtualizing Hadoop: How to Install, Deploy, and Optimize Hadoop in a Virtualized Architecture",George Trujillo# Charles Kim# Steve Jones,,$40.54,$34.49,,9780133811025,VMware Press Technology Series,VMware Press,,"875,015",480,7.00(w) x 9.00(h) x 3.90(d)
6093.html,DevOps Troubleshooting: Linux Server Best Practices,Kyle Rankin,,$34.20,$25.59,,9780321832047,,Addison-Wesley,,"875,122",205,7.00(w) x 9.00(h) x 0.70(d)
6094.html,WordPress Bible / Edition 2,Aaron Brazell,,$24.99,$28.49,,9780470937815,Bible Series,Wiley,,"875,160",744,7.30(w) x 9.20(h) x 1.40(d)
6095.html,"Introduction to ABAP Programming for SAP, 3rd Edition",Gareth M. De Bruyn# Robert Lyfareff,,$42.32,$41.99,,9781305266476,,Cengage Learning,,"875,208",544,7.20(w) x 9.00(h) x 1.50(d)
6096.html,iPad: The Missing Manual,Biersdorfer,,$19.87,$11.99,,9781449316181,,"O'Reilly Media, Incorporated",,"875,324",368,5.90(w) x 8.90(h) x 0.70(d)
6097.html,Adobe Photoshop Elements 11 for Photographers: The Creative Use of Photoshop Elements,Philip Andrews,,$34.79,$40.49,,9780415824453,,Taylor & Francis,,"875,361",504,7.40(w) x 9.60(h) x 1.20(d)
6098.html,Java Network Programming,Elliotte Rusty Harold,,$32.65,$24.99,,9781449357672,,"O'Reilly Media, Incorporated",,"875,378",506,6.90(w) x 9.10(h) x 1.10(d)
6099.html,Word 2013 Tips & Tricks,BarCharts# Inc.,,,,,9781423220244,,"BarCharts, Incorporated",,"875,509",6,8.50(w) x 0.06(h) x 11.00(d)
6100.html,Deploying and Managing Active Directory with Windows PowerShell: Tools for cloud-based and hybrid environments,Charlie Russel,,$25.36,$16.49,,9781509300655,,Microsoft Press,,"875,679",256,7.40(w) x 8.90(h) x 0.60(d)
6101.html,SQL in a Nutshell,Kevin Kline,,$28.58,$20.99,,9780596518844,In a Nutshell (O'Reilly) Series,"O'Reilly Media, Incorporated",,"875,853",594,6.00(w) x 8.90(h) x 1.40(d)
6102.html,ZBrush Creature Design: Creating Dynamic Concept Imagery for Film and Games,Scott Spencer,,$39.65,$25.99,,9781118024331,,Wiley,,"875,861",384,7.90(w) x 9.80(h) x 0.79(d)
6103.html,"jQuery, jQuery UI, and jQuery Mobile: Recipes and Examples",Adriaan de Jonge# Phillip Dutson,,$29.64,$18.49,,9780321822086,Developer's Library Series,Addison-Wesley,,"875,901",400,7.00(w) x 8.90(h) x 0.90(d)
6104.html,Getting Started with Raspberry Pi,Matt Richardson# Shawn Wallace,,,,,9781449344214,,"Maker Media, Inc",,"875,954",176,5.50(w) x 8.40(h) x 0.50(d)
6105.html,The Book of PF: A No-Nonsense Guide to the OpenBSD Firewall,Peter N. M. Hansteen,,$30.95,,,9781593275891,,"No Starch Press San Francisco, CA",,"875,986",248,6.90(w) x 9.10(h) x 0.70(d)
6106.html,The Retargeting Playbook: How to Turn Web-Window Shoppers into Customers,Adam Berke# Gregory Fulton# Lauren Vaccarello,$22.86,,$16.99,,9781118832646,,Wiley,,"876,066",192,6.10(w) x 9.10(h) x 0.80(d)
6107.html,Teaching with the Tools Kids Really Use: Learning with Web and Mobile Technologies,Susan J. Brooks-Young,,$21.87,$22.99,,9781412972758,,SAGE Publications,,"876,167",137,6.90(w) x 9.90(h) x 0.50(d)
6108.html,Reality Mining: Using Big Data to Engineer a Better World,Nathan Eagle# Kate Greene,$18.97,,$13.99,,9780262027687,,MIT Press,,"876,238",208,
6109.html,"Managing the Unmanageable: Rules, Tools, and Insights for Managing Software People and Teams",Mickey W. Mantle# Ron Lichty,,$36.78,$28.79,,9780321822031,,Addison-Wesley,,"876,322",422,7.00(w) x 9.00(h) x 1.10(d)
6110.html,CentOS Bible,Christopher Negus# Timothy Boronczyk,,$43.45,,,9780470481653,Bible Series,Wiley,,"876,504",984,7.50(w) x 9.30(h) x 2.20(d)
6111.html,Emily Post's Manners in a Digital World: Living Well Online,Daniel Post Senning,$31.95,$14.25,$10.49,,9781453254950,,Open Road Integrated Media LLC,,"876,533",250,7.40(w) x 9.10(h) x 0.60(d)
6112.html,"Simple and Usable Web, Mobile, and Interaction Design",Giles Colborne,,$24.98,$18.49,,9780321703545,Voices That Matter Series,New Riders,,"876,591",196,5.90(w) x 8.90(h) x 0.50(d)
6113.html,QuickBooks 2014 In Depth,Laura Madeira,,$29.20,$20.99,,9780789752635,In Depth Series,Que,,"876,616",888,7.00(w) x 9.10(h) x 1.90(d)
6114.html,12 Essential Skills for Software Architects,Dave Hendricksen,,$37.30,$28.79,,9780321717290,,Addison-Wesley,,"876,668",288,6.90(w) x 9.10(h) x 0.60(d)
6115.html,Mastering iOS Frameworks: Beyond the Basics,Kyle Richter# Joe Keeley,,$32.19,$22.99,,9780134052496,Developer's Library Series,Addison-Wesley,,"876,694",576,7.00(w) x 8.90(h) x 1.20(d)
6116.html,Microsoft SQL Server 2008 Bible,Paul Nielsen# Uttam Parui,,$34.38,$31.49,,9780470257043,Bible Series,Wiley,,"876,898",1680,7.40(w) x 9.20(h) x 2.40(d)
6117.html,Magic Lantern Guides: Nikon D5000,Simon Stafford,,,,,9781600596186,Magic Lantern Guides Series,Lark Books NC,,"876,965",352,5.00(w) x 7.40(h) x 0.90(d)
6118.html,Winning Digital Photo Contests,Jeff Wignall,,,,,9781600594755,,Lark Books NC,,"876,956",192,8.40(w) x 9.90(h) x 0.60(d)
6119.html,"Agile Experience Design: A Digital Designer's Guide to Agile, Lean, and Continuous",Lindsay Ratcliffe# Marc McNeill,,$32.23,$20.99,,9780321804815,Develop and Design Series,New Riders,,"877,054",320,7.30(w) x 9.00(h) x 0.80(d)
6120.html,"Cyber-Safe Kids, Cyber-Savvy Teens: Helping Young People Learn To Use the Internet Safely and Responsibly",Nancy E. Willard,,$11.67,,,9780787994174,,Wiley,,"877,058",336,6.20(w) x 9.11(h) x 0.87(d)
